YEAR,OPID,OTT 서비스 주중 이용 시간(분 기준 환산),OTT 서비스 주말 이용 시간(분 기준 환산)
2024,64030001,,
2024,64040002,,
2024,64050001,25,20
2024,64050002,180,180
2024,64050005,150,180
2024,64070001,,
2024,64070002,,
2024,64070003,14,10
2024,64080001,10,15
2024,64080002,10,10
2024,64080004,90,150
2024,64110001,,
2024,64110002,,
2024,64120001,,
2024,64130001,,
2024,64140001,,
2024,64160001,,
2024,64160002,,
2024,64170001,,
2024,64170002,,
2024,64170003,30,30
2024,64180001,,
2024,64190001,,
2024,64190002,,
2024,64190003,60,60
2024,64190004,30,30
2024,6420002,,
2024,64210002,,
2024,64220001,,
2024,64220002,,
2024,64230001,,
2024,64250001,,
2024,64250002,,
2024,64250003,60,60
2024,64260001,,
2024,64260003,30,30
2024,64270001,,
2024,64280001,,
2024,64280002,60,60
2024,64300001,,
2024,64300002,,
2024,6430001,,
2024,6430002,25,25
2024,64310001,,
2024,64310002,,
2024,64320001,,
2024,64320002,,
2024,64330001,,
2024,64330002,,
2024,64330004,10,10
2024,64340001,,
2024,64340002,10,10
2024,64340003,10,10
2024,64350001,,
2024,64350002,,
2024,64350003,10,10
2024,64360001,,
2024,64360002,,
2024,64370001,,
2024,64370002,,
2024,64380001,15,10
2024,64380002,,
2024,64380003,10,10
2024,64400001,40,35
2024,64400002,,
2024,64400004,10,10
2024,6440001,,
2024,64410001,,
2024,64410002,,
2024,64420001,,
2024,64420002,30,30
2024,64440002,,
2024,64450001,,
2024,64450002,60,60
2024,64460001,,
2024,64460002,,
2024,64480001,,
2024,64480002,,
2024,64490001,10,10
2024,64490002,60,60
2024,64500001,,
2024,64500002,,
2024,64510001,20,20
2024,64510002,10,10
2024,64520001,15,15
2024,64520002,5,5
2024,64530001,30,30
2024,64530002,5,5
2024,64530003,10,10
2024,64540001,10,10
2024,64540002,10,10
2024,64540004,15,15
2024,64550002,10,10
2024,64550003,10,10
2024,64550004,5,5
2024,64570001,5,5
2024,64570002,5,5
2024,64570003,10,10
2024,64580001,5,5
2024,64580002,5,5
2024,64580003,10,15
2024,64580004,10,20
2024,64580005,5,5
2024,64590001,5,5
2024,64590002,5,5
2024,64590003,10,10
2024,64600001,5,5
2024,64600002,10,10
2024,64600003,5,5
2024,64610001,5,5
2024,64610002,,
2024,64610004,10,10
2024,64610201,30,30
2024,64630001,,
2024,64630002,10,10
2024,64630003,10,10
2024,64650001,,
2024,64650002,30,30
2024,64660001,30,60
2024,64660002,20,20
2024,64660003,30,30
2024,64670001,,
2024,64670002,30,10
2024,64670003,30,30
2024,64680001,,
2024,64680002,20,30
2024,64690001,,
2024,64690002,,
2024,64690003,10,30
2024,64700001,5,5
2024,64700002,3,3
2024,64700003,10,10
2024,64700004,20,20
2024,6470001,,
2024,6470002,,
2024,6470004,30,30
2024,64720001,,
2024,64720002,60,60
2024,64770001,60,60
2024,64770002,40,35
2024,64790001,,
2024,64790002,10,12
2024,64790003,60,60
2024,6480002,,
2024,6480004,,
2024,6480005,,
2024,64810001,,
2024,64810002,10,10
2024,64850001,,
2024,64870001,,
2024,64870002,,
2024,64870003,10,10
2024,64940001,50,30
2024,64940002,,
2024,64950002,10,10
2024,64960001,10,10
2024,64960002,10,10
2024,64970001,10,10
2024,64970002,5,5
2024,64980001,10,10
2024,6500002,,
2024,6500003,,
2024,650001,,
2024,650002,,
2024,65010002,,
2024,65020001,,
2024,65030001,20,30
2024,65030002,10,20
2024,65030004,10,15
2024,65040001,,
2024,65040002,,
2024,65050001,,
2024,65050002,,
2024,65060001,5,10
2024,65060002,5,10
2024,65060004,,
2024,65070003,10,15
2024,65070004,10,15
2024,65080002,,
2024,65090002,15,25
2024,65090003,15,30
2024,65090004,20,30
2024,65090005,10,30
2024,65090006,,
2024,65100001,10,20
2024,65100002,30,60
2024,65100004,15,20
2024,65100101,15,20
2024,65130002,10,10
2024,65130003,,
2024,65140002,,
2024,6520001,10,10
2024,6520002,10,10
2024,65210001,,
2024,65210003,,
2024,65220001,,
2024,65220002,,
2024,65220003,10,10
2024,65230002,,
2024,65250003,5,5
2024,65260001,10,10
2024,65260002,,
2024,65260003,5,5
2024,65270002,,
2024,65280004,,
2024,65290002,,
2024,65300001,10,10
2024,65300002,5,5
2024,65300004,10,10
2024,6530001,,
2024,6530002,30,30
2024,65310001,,
2024,65310002,,
2024,65320001,,
2024,65320002,,
2024,65330001,,
2024,65340001,,
2024,65350001,,
2024,65360001,,
2024,65360002,,
2024,65370002,,
2024,65380001,,
2024,65380002,,
2024,65390001,,
2024,65400001,,
2024,65400002,,
2024,6540001,,
2024,6540002,,
2024,65410001,10,20
2024,65410002,15,25
2024,65410004,20,30
2024,65410101,20,30
2024,65420001,20,45
2024,65420002,20,40
2024,65420004,,
2024,65420101,15,20
2024,65430001,,
2024,65430002,,
2024,65440001,,
2024,65440002,,
2024,65450001,,
2024,65450002,,
2024,65470001,,
2024,65470002,,
2024,65480001,,
2024,65480002,,
2024,65500002,,
2024,6550001,10,10
2024,6550002,30,60
2024,6550005,120,120
2024,65520002,,
2024,65530002,,
2024,65540001,,
2024,65540002,,
2024,65540003,30,40
2024,65550001,20,60
2024,65550002,30,40
2024,65550003,60,60
2024,65550004,60,120
2024,65560001,10,20
2024,65560002,30,60
2024,65560003,30,90
2024,65570001,40,70
2024,65570002,40,50
2024,65570004,,
2024,65570101,30,50
2024,65580001,,
2024,65580002,,
2024,65590002,10,20
2024,65590004,30,50
2024,65590101,30,60
2024,65590102,30,60
2024,65590104,,
2024,65610002,,
2024,65620001,,
2024,65630001,,
2024,65630002,,
2024,65630003,10,20
2024,65640001,,
2024,65640002,,
2024,65650001,,
2024,65650002,,
2024,65660001,10,60
2024,65670001,,
2024,65670002,,
2024,65680001,30,50
2024,65680002,40,70
2024,65680004,70,80
2024,65690001,,
2024,65690002,,
2024,65700001,,
2024,65700002,,
2024,65710001,15,0
2024,65710002,,
2024,65720002,,
2024,65730001,,
2024,65740001,,
2024,65740002,,
2024,65750001,,
2024,65750002,,
2024,65760001,,
2024,65760002,,
2024,65780001,5,10
2024,65780002,30,10
2024,65800002,,
2024,6580001,30,30
2024,6580002,90,50
2024,6580003,60,60
2024,65810001,,
2024,65810003,10,10
2024,65810004,10,10
2024,65840001,10,20
2024,65850001,10,10
2024,65920001,,
2024,65920002,,
2024,65960001,10,10
2024,65960003,10,10
2024,65970002,,
2024,65980001,10,10
2024,65980003,10,10
2024,65990001,10,10
2024,65990002,10,10
2024,66000001,15,10
2024,66000002,10,10
2024,660002,30,30
2024,66010001,5,5
2024,66010002,10,10
2024,66010003,10,10
2024,66020001,15,15
2024,66020002,10,30
2024,66040001,,
2024,66040002,,
2024,66050001,5,5
2024,66050002,5,5
2024,66060001,5,5
2024,66060002,5,5
2024,66060003,10,10
2024,66070001,30,60
2024,66070002,10,10
2024,66070003,5,5
2024,66090001,10,10
2024,66090002,20,20
2024,66090003,15,15
2024,66100001,,
2024,66100002,,
2024,66130001,5,5
2024,66140001,30,60
2024,66230001,,
2024,66230002,30,30
2024,66230003,480,480
2024,66240001,15,20
2024,66240002,,
2024,66260001,,
2024,66260002,,
2024,66270001,14,10
2024,66270002,,
2024,66270004,10,10
2024,66290001,,
2024,66290003,30,30
2024,66290004,240,240
2024,66300001,,
2024,66300002,,
2024,66300003,10,10
2024,66310001,5,5
2024,66310002,,
2024,66310004,20,30
2024,66320001,,
2024,66320002,,
2024,66340001,40,75
2024,66340002,60,90
2024,66340007,25,70
2024,66350002,,
2024,66370001,,
2024,66370002,60,120
2024,66370003,20,20
2024,66390001,30,60
2024,66390002,,
2024,66410001,,
2024,66410002,30,50
2024,66420001,30,50
2024,66420002,60,90
2024,66420003,90,120
2024,66420004,60,120
2024,66420005,,
2024,66440001,,
2024,66440002,,
2024,66440004,,
2024,66480001,60,90
2024,66480002,40,60
2024,66480004,20,60
2024,66490001,10,20
2024,66490002,,
2024,66500001,,
2024,6650001,25,25
2024,6650002,30,60
2024,6650003,60,60
2024,66510001,45,60
2024,66510002,60,80
2024,66510003,30,60
2024,66550001,30,50
2024,66550002,30,40
2024,66550003,30,60
2024,66550004,30,60
2024,66560001,40,80
2024,66560002,20,40
2024,66560003,60,90
2024,66570001,,
2024,66580001,15,30
2024,66580002,10,20
2024,66590002,,
2024,6660002,10,10
2024,6660003,10,15
2024,6660004,,
2024,66630001,10,10
2024,66630002,20,10
2024,66630004,10,10
2024,66640001,5,5
2024,66640002,10,10
2024,66660001,,
2024,66660002,20,20
2024,66660003,15,10
2024,66680001,5,5
2024,6670001,30,50
2024,6670002,30,30
2024,6670003,90,60
2024,66720001,10,10
2024,66720003,10,20
2024,66720005,5,5
2024,66720101,10,60
2024,66870001,,
2024,6690001,,
2024,6690003,30,60
2024,6690004,30,30
2024,66910001,,
2024,66920001,5,5
2024,66950002,,
2024,66970002,,
2024,6700002,,
2024,6700003,45,90
2024,6700004,60,120
2024,670001,30,30
2024,670002,30,60
2024,670003,60,60
2024,67010002,40,60
2024,67010003,60,120
2024,67010004,30,60
2024,67050001,,
2024,67050002,,
2024,67050003,30,60
2024,67150001,,
2024,67150002,,
2024,67160002,,
2024,67190001,,
2024,67190002,,
2024,67200002,,
2024,67210001,,
2024,67220002,10,10
2024,67250002,,
2024,67260001,,
2024,67280002,,
2024,67300001,,
2024,6730001,10,10
2024,6730002,,
2024,6730003,,
2024,67320001,,
2024,67320002,,
2024,67340002,,
2024,67350001,,
2024,67350002,,
2024,67370002,,
2024,67390001,40,35
2024,67390003,,
2024,67500002,,
2024,67500003,15,10
2024,67500004,10,10
2024,6760002,20,20
2024,6760003,120,240
2024,6760004,30,30
2024,6770001,60,60
2024,6770002,20,10
2024,6780001,,
2024,6780002,20,20
2024,6780003,60,60
2024,67900002,,
2024,6790001,,
2024,67980001,,
2024,67980002,,
2024,680002,,
2024,68010001,,
2024,68010003,,
2024,68010004,10,10
2024,68020002,,
2024,68030001,,
2024,68030002,,
2024,68040001,,
2024,68050001,,
2024,68050002,,
2024,68050003,,
2024,68060001,,
2024,68060002,,
2024,68090001,,
2024,68090002,,
2024,68100002,,
2024,6810001,20,20
2024,6810002,40,40
2024,6810003,90,90
2024,6810004,120,120
2024,68130001,,
2024,68150001,,
2024,68200001,,
2024,68250001,,
2024,68250002,,
2024,68250101,,
2024,68270001,,
2024,68270002,60,60
2024,68270005,10,10
2024,68290001,,
2024,68300001,,
2024,68300002,,
2024,68300003,,
2024,6830001,,
2024,6830002,30,35
2024,6830004,,
2024,6830101,20,120
2024,68310001,,
2024,68310002,,
2024,68320002,,
2024,68320004,10,10
2024,68330002,,
2024,68350001,,
2024,68350002,40,35
2024,68350003,180,180
2024,68370001,,
2024,68370002,,
2024,68390004,,
2024,68390101,,
2024,68390201,,
2024,68400003,,
2024,68400004,,
2024,68440001,,
2024,68440002,,
2024,68450001,,
2024,68470001,10,10
2024,68470002,,
2024,68480001,,
2024,68490001,,
2024,68540001,12,10
2024,68540002,40,30
2024,68540004,15,15
2024,68600001,,
2024,68600002,,
2024,6860001,5,10
2024,6860002,10,10
2024,68620001,,
2024,68620002,10,10
2024,68620003,,
2024,68620004,20,20
2024,68640001,10,10
2024,68640002,10,20
2024,68640004,30,30
2024,68650001,30,30
2024,68650002,20,20
2024,68650003,60,60
2024,68660001,,
2024,68660002,,
2024,68670001,10,10
2024,68670002,,
2024,68710001,,
2024,68710002,,
2024,68720001,,
2024,68720002,,
2024,68740001,,
2024,68740002,,
2024,68740003,,
2024,68760001,,
2024,68800001,,
2024,68800002,,
2024,68800005,10,10
2024,68800007,120,120
2024,6880002,,
2024,6880003,,
2024,6880004,10,20
2024,68830001,,
2024,68830002,,
2024,68840001,,
2024,68850001,10,10
2024,68850002,,
2024,68860001,60,60
2024,68860002,,
2024,68860003,10,30
2024,68890001,,
2024,68900001,,
2024,68900002,,
2024,68940001,10,20
2024,68940002,,
2024,690001,30,60
2024,690002,60,60
2024,69040001,30,30
2024,69040002,30,30
2024,69040003,300,420
2024,69040004,120,240
2024,69090001,150,140
2024,69090002,30,30
2024,69090003,120,180
2024,69090004,,
2024,69100002,,
2024,69100003,180,300
2024,69100004,,
2024,6910001,,
2024,6910002,,
2024,69120001,,
2024,69120004,120,120
2024,69140002,30,60
2024,69140003,30,10
2024,69140004,180,240
2024,69200001,10,10
2024,69200002,,
2024,69200003,25,20
2024,69200004,30,40
2024,6920001,30,30
2024,69230002,10,10
2024,69250001,10,10
2024,69250002,10,10
2024,69270001,,
2024,69270002,,
2024,69290001,10,10
2024,6930001,20,20
2024,6930002,20,20
2024,69310001,,
2024,69350001,,
2024,69360003,,
2024,69380002,,
2024,6940001,20,20
2024,6940002,10,10
2024,69410001,20,30
2024,69410002,20,20
2024,69410003,180,210
2024,69410101,40,60
2024,69410102,40,30
2024,69410201,60,120
2024,69410202,60,120
2024,69470001,,
2024,69470002,,
2024,69470201,,
2024,69470202,60,30
2024,69470203,,
2024,6950001,30,60
2024,6950002,30,30
2024,69590001,150,60
2024,69590002,30,0
2024,69590003,60,90
2024,6960001,,
2024,6960002,,
2024,6960003,30,30
2024,69610001,,
2024,69610002,,
2024,69620001,,
2024,69620002,,
2024,69630001,,
2024,69630002,,
2024,69640001,,
2024,69640002,,
2024,69680001,,
2024,69680002,,
2024,69690001,60,60
2024,69690002,120,60
2024,69690003,120,120
2024,69690004,,
2024,69700001,,
2024,6970001,30,30
2024,6970002,20,40
2024,6970003,30,60
2024,6980001,20,20
2024,6980002,20,20
2024,69820002,,
2024,69870001,,
2024,69870002,,
2024,69900001,,
2024,69900002,,
2024,6990001,,
2024,6990002,,
2024,69990001,,
2024,69990002,20,20
2024,7000002,10,20
2024,7000003,30,30
2024,7000004,30,90
2024,700002,30,30
2024,700003,60,60
2024,70010002,40,40
2024,70020001,10,10
2024,70030002,,
2024,70060001,,
2024,70110001,120,60
2024,70110002,25,30
2024,70110004,60,120
2024,70120002,,
2024,70120003,60,120
2024,70120101,,
2024,70120102,25,20
2024,70140001,,
2024,70150001,,
2024,70150002,40,30
2024,70150003,20,20
2024,70220001,30,30
2024,70220002,30,40
2024,7030002,60,180
2024,7030003,160,75
2024,7030005,,
2024,70310002,,
2024,70330001,15,30
2024,70330002,10,30
2024,7040002,10,10
2024,7040003,60,60
2024,7040004,40,40
2024,70420002,,
2024,7050001,5,10
2024,7050002,5,10
2024,70510001,10,10
2024,70510002,40,30
2024,70510003,30,30
2024,70510004,60,120
2024,70540001,30,30
2024,70540002,10,10
2024,70540003,30,60
2024,70540004,30,30
2024,7060001,20,20
2024,7060002,30,30
2024,70630002,3,3
2024,7080001,,
2024,7090001,70,90
2024,7090002,70,90
2024,7100001,,
2024,710001,60,60
2024,71020001,,
2024,71020002,,
2024,71030001,30,30
2024,71040001,30,30
2024,71040003,60,90
2024,71050001,30,30
2024,71060002,30,15
2024,71060004,30,20
2024,71060005,60,60
2024,71090001,,
2024,71100002,30,60
2024,7110003,70,120
2024,7110004,60,90
2024,71110002,20,40
2024,71150001,,
2024,71150002,30,60
2024,71150003,240,10
2024,71160001,20,30
2024,71160002,30,30
2024,71160003,,
2024,71180001,60,60
2024,71180002,30,60
2024,71180003,60,60
2024,71200001,,
2024,71200002,40,50
2024,71200003,120,120
2024,7120001,,
2024,7120002,,
2024,71220001,20,30
2024,71220002,30,30
2024,71260001,,
2024,71260002,,
2024,71260003,30,90
2024,71260004,30,60
2024,71270001,,
2024,71270002,40,30
2024,71270004,20,30
2024,71280002,,
2024,7130001,,
2024,7130002,30,30
2024,7130003,10,10
2024,71310001,,
2024,71310002,,
2024,71330001,,
2024,71330002,,
2024,71340001,,
2024,71360001,10,10
2024,71360002,,
2024,71370001,,
2024,71370002,20,30
2024,71370003,120,120
2024,71390001,,
2024,71390002,10,10
2024,71390004,,
2024,71400001,,
2024,71410001,,
2024,71410002,,
2024,71430001,20,20
2024,71430002,,
2024,71430003,12,12
2024,71440001,45,60
2024,71440002,10,10
2024,71440003,5,5
2024,71450002,30,20
2024,71450003,30,40
2024,71450004,30,30
2024,71460001,,
2024,71460002,,
2024,71460003,20,15
2024,71480001,60,90
2024,71480002,10,0
2024,71480003,180,240
2024,71500001,,
2024,71500002,90,60
2024,71500003,60,90
2024,71510001,,
2024,71510002,20,60
2024,71510003,,
2024,71540001,,
2024,71540002,60,120
2024,71540003,,
2024,71550001,,
2024,71550002,,
2024,71550004,120,180
2024,71560002,,
2024,71560003,110,90
2024,71560004,70,140
2024,71570001,60,60
2024,71570002,30,30
2024,71570003,240,360
2024,71580001,,
2024,71580002,,
2024,71580004,120,180
2024,71590001,,
2024,71590002,,
2024,71590003,30,40
2024,71600002,,
2024,71630001,,
2024,71640001,30,60
2024,71640002,30,100
2024,71640003,20,30
2024,71660001,,
2024,71660002,,
2024,71660003,,
2024,720002,60,60
2024,720007,30,30
2024,730002,30,20
2024,730003,40,40
2024,7390001,,
2024,740001,30,30
2024,740002,30,30
2024,7430001,,
2024,7430002,,
2024,7450001,,
2024,7450002,,
2024,7470001,,
2024,7470003,,
2024,7480001,60,90
2024,7480003,120,180
2024,7480005,40,30
2024,750002,30,60
2024,7510001,30,60
2024,7510002,60,90
2024,7510003,40,100
2024,7530001,60,30
2024,7530002,120,210
2024,7530003,90,90
2024,7540001,60,30
2024,7540002,120,150
2024,7540003,120,90
2024,7550001,,
2024,7550002,60,30
2024,7550003,90,40
2024,7570001,,
2024,7570002,,
2024,7600001,,
2024,7600002,,
2024,760002,40,40
2024,760003,20,20
2024,7660001,20,20
2024,7660002,20,20
2024,7660003,60,60
2024,7670002,,
2024,7680002,,
2024,7690002,,
2024,7700002,,
2024,7710001,,
2024,7710002,,
2024,7720001,,
2024,7740001,,
2024,7750001,,
2024,7750002,,
2024,7750003,30,30
2024,7760001,,
2024,7760002,,
2024,7760003,30,30
2024,7770001,,
2024,7770002,,
2024,7770004,30,30
2024,7780001,,
2024,7780002,,
2024,7780005,30,30
2024,7790001,,
2024,7790002,,
2024,7790003,30,60
2024,7800001,,
2024,7800002,30,30
2024,7800003,30,20
2024,780001,,
2024,780002,,
2024,7810001,,
2024,7810002,20,20
2024,7810003,30,30
2024,7820001,,
2024,7820002,,
2024,7820003,60,90
2024,7830001,,
2024,7830002,,
2024,7840001,,
2024,7840002,,
2024,7850002,30,30
2024,7860001,,
2024,7860003,,
2024,7880001,,
2024,7880002,,
2024,7890001,30,30
2024,7890002,30,30
2024,7900001,10,10
2024,7900002,30,40
2024,7910001,30,30
2024,7910002,60,60
2024,7940001,,
2024,7940002,,
2024,7970001,,
2024,7970002,30,30
2024,7970003,30,30
2024,80001,,
2024,8020001,,
2024,8020002,,
2024,8020003,,
2024,8030001,,
2024,8030002,,
2024,8050001,,
2024,8050002,,
2024,8060001,12,25
2024,8060002,,
2024,8060003,25,35
2024,8070001,,
2024,8070002,,
2024,8080001,,
2024,8080002,,
2024,8090003,25,45
2024,8100001,10,15
2024,8100002,,
2024,810001,,
2024,810002,,
2024,810101,60,60
2024,8120001,,
2024,8120002,30,35
2024,8130001,,
2024,8130002,,
2024,8140001,15,25
2024,8140002,,
2024,8150002,,
2024,8160001,,
2024,8180001,30,30
2024,8180002,40,30
2024,8190002,,
2024,8200002,30,60
2024,8200003,20,20
2024,820001,10,10
2024,820002,10,10
2024,820003,10,10
2024,8210001,,
2024,8220001,,
2024,8220002,,
2024,8230002,,
2024,8230003,30,60
2024,8230004,30,60
2024,8240001,20,30
2024,8240002,30,20
2024,8250002,,
2024,8250003,20,20
2024,8270001,60,60
2024,8270002,30,30
2024,8280001,,
2024,8280002,60,20
2024,830001,20,20
2024,830002,10,10
2024,830003,15,15
2024,8320002,,
2024,8320003,,
2024,8320004,30,30
2024,8380001,,
2024,8380002,,
2024,8390002,,
2024,8390003,60,60
2024,8390004,30,90
2024,8400002,,
2024,8400003,,
2024,8410001,,
2024,8410002,30,30
2024,8410003,30,20
2024,8420001,,
2024,8420002,30,30
2024,8450002,,
2024,8450003,,
2024,8460002,,
2024,8460003,20,20
2024,8460004,30,30
2024,8470001,,
2024,8470002,,
2024,8480001,,
2024,8480002,,
2024,8480003,20,20
2024,8490001,,
2024,8490002,20,20
2024,8500001,,
2024,8500004,40,60
2024,8510001,10,45
2024,8510002,35,60
2024,8520001,30,30
2024,8520005,20,15
2024,8530001,30,10
2024,8530002,,
2024,8540001,30,40
2024,8540002,10,20
2024,8550002,20,10
2024,8550003,20,10
2024,8560001,30,10
2024,8560002,15,20
2024,8570001,,
2024,8570002,,
2024,8580001,,
2024,8580002,,
2024,8580003,30,10
2024,8580004,10,10
2024,8590001,,
2024,8590002,,
2024,8590004,30,30
2024,8600002,,
2024,8600003,10,15
2024,8630002,40,10
2024,8650001,20,20
2024,8650002,,
2024,8670001,,
2024,8670002,,
2024,870001,15,15
2024,870002,20,20
2024,870003,15,15
2024,8740001,,
2024,8740002,20,30
2024,8750002,20,20
2024,8750003,10,10
2024,8760001,20,20
2024,8760002,,
2024,8770001,,
2024,8770002,10,30
2024,8820001,10,15
2024,8820002,20,20
2024,8820004,,
2024,8830001,,
2024,8830002,,
2024,8840001,,
2024,8840002,60,60
2024,8840004,60,60
2024,8870002,,
2024,8890002,,
2024,8900002,,
2024,890001,20,20
2024,890002,,
2024,890003,10,10
2024,890004,10,20
2024,8910002,30,35
2024,8930001,,
2024,8930002,20,30
2024,8930003,20,40
2024,8940002,,
2024,8950002,,
2024,8960002,,
2024,8970001,,
2024,8980002,10,20
2024,900001,15,15
2024,900002,15,15
2024,900003,15,15
2024,900004,20,20
2024,9020001,,
2024,9030001,,
2024,9040001,,
2024,9040002,25,45
2024,9040003,25,45
2024,9130001,30,30
2024,9130002,,
2024,9130003,60,90
2024,9140001,30,35
2024,9140002,,
2024,9140003,60,60
2024,9150001,25,25
2024,9150002,,
2024,9150005,30,30
2024,9170001,,
2024,9180001,,
2024,9190001,,
2024,9200001,,
2024,9200102,15,10
2024,9230001,,
2024,9230002,30,35
2024,9230003,60,120
2024,9240001,,
2024,9250003,60,90
2024,9270001,20,20
2024,9270002,30,60
2024,9270003,60,120
2024,9280001,25,10
2024,9280002,,
2024,9280003,60,150
2024,9280004,60,30
2024,9290001,35,35
2024,9290002,30,30
2024,9290003,30,30
2024,9290004,240,240
2024,930001,,
2024,930002,,
2024,930004,10,10
2024,9320001,,
2024,9320002,,
2024,9320003,10,10
2024,9350001,15,15
2024,9350002,10,10
2024,9350004,20,20
2024,9370001,20,20
2024,9370002,20,20
2024,9370003,20,20
2024,9380001,10,10
2024,9380002,,
2024,9380003,20,20
2024,9380004,15,15
2024,9390002,,
2024,940001,10,10
2024,940002,30,60
2024,940004,60,90
2024,9420003,20,20
2024,9420004,15,15
2024,9420005,20,20
2024,9430001,,
2024,9440001,,
2024,9440002,20,20
2024,9470001,,
2024,9470002,30,30
2024,9480001,,
2024,9480002,,
2024,9490001,,
2024,9490002,60,120
2024,9500002,,
2024,950001,,
2024,950002,,
2024,950004,60,60
2024,9510001,,
2024,9510002,,
2024,9510003,20,10
2024,9540001,,
2024,9540002,,
2024,9540003,10,5
2024,9550001,,
2024,9550002,,
2024,9550004,10,5
2024,9560001,10,10
2024,9560002,,
2024,9570001,60,10
2024,9570002,,
2024,9570004,30,30
2024,9600001,20,20
2024,9600003,10,30
2024,960001,30,30
2024,9610001,20,20
2024,9610002,20,20
2024,9610003,20,20
2024,9620001,,
2024,9620002,10,10
2024,9620003,,
2024,9640001,5,5
2024,9640002,5,5
2024,9640003,10,20
2024,9650001,,
2024,9650002,5,5
2024,9650004,30,30
2024,9660001,,
2024,9660002,5,5
2024,9660003,15,15
2024,9660004,30,30
2024,9680001,,
2024,9680002,,
2024,9700001,,
2024,9700002,,
2024,970001,,
2024,970002,,
2024,9710001,,
2024,9720001,,
2024,9720002,,
2024,9730002,,
2024,9730003,20,30
2024,9780001,60,120
2024,9780002,35,105
2024,9790001,,
2024,9790002,,
2024,980002,30,30
2024,9810001,,
2024,9810002,,
2024,9830001,60,120
2024,9830002,60,120
2024,9840001,60,145
2024,9840003,60,120
2024,9870001,30,60
2024,9870002,30,50
2024,9870003,30,60
2024,9890001,20,30
2024,9890002,10,20
2024,9890003,20,30
2024,9890004,2,5
2024,990001,,
2024,990002,,
2024,9920001,10,10
2024,9920002,10,10
2024,9920003,10,10
2024,9920004,,
2024,9930001,,
2024,9930002,30,30
2024,9930005,,
2024,9930101,30,30
2024,9930102,60,60
2024,9930201,30,30
2024,9930202,60,60
2024,9940001,,
2024,9940003,,
2024,9940004,120,120
2024,9950001,,
2024,9950002,,
2024,9960002,25,25
2025,1000001,40,60
2025,1000002,60,60
2025,100001,120,120
2025,100002,30,60
2025,10002,60,60
2025,100020001,15,20
2025,100020002,20,20
2025,10003,120,120
2025,100030001,,
2025,10004,60,60
2025,100050001,20,20
2025,100050002,15,15
2025,100060001,15,20
2025,100060002,7,10
2025,100070001,,
2025,100070002,,
2025,100080001,,
2025,100080002,20,20
2025,100090001,15,20
2025,100090002,15,15
2025,100120001,10,20
2025,100120002,10,20
2025,100130001,10,20
2025,100130002,15,20
2025,100140002,,
2025,100150001,15,20
2025,100150002,20,20
2025,100160001,10,30
2025,100160002,,
2025,100170001,20,25
2025,100170002,20,20
2025,100180001,,
2025,100180002,,
2025,100190001,20,30
2025,100190002,10,30
2025,100190003,40,20
2025,100200001,0,10
2025,100200002,30,30
2025,100200003,,
2025,100200004,,
2025,100210001,,
2025,100210002,,
2025,100250001,30,30
2025,100250002,30,30
2025,100250003,10,20
2025,100260001,,
2025,100260002,,
2025,100270001,10,30
2025,100270002,30,30
2025,100270003,,
2025,100280001,,
2025,100280002,,
2025,100290001,,
2025,100290002,,
2025,100300001,20,15
2025,100300002,20,10
2025,100310001,,
2025,100310002,20,10
2025,100310003,30,30
2025,100320001,,
2025,100320002,30,30
2025,100330001,,
2025,100330002,20,15
2025,100330003,30,20
2025,100370001,10,20
2025,100370002,10,10
2025,100380001,20,20
2025,100380002,10,10
2025,100390001,10,20
2025,100390002,15,20
2025,100400001,10,10
2025,100400002,15,15
2025,10040001,20,55
2025,10040002,35,55
2025,100410001,30,30
2025,100410002,20,20
2025,100410004,10,10
2025,100420001,,
2025,100420002,,
2025,100440001,,
2025,100440002,,
2025,100440003,110,150
2025,100450001,,
2025,100460001,,
2025,100460002,60,40
2025,100460003,160,210
2025,100470001,,
2025,100480001,,
2025,100490001,,
2025,100490002,,
2025,100490003,160,210
2025,100490004,120,150
2025,100500001,60,35
2025,100500002,,
2025,10050001,20,20
2025,10050002,15,10
2025,100510001,,
2025,100510002,90,120
2025,100520001,,
2025,100520002,,
2025,100530001,,
2025,100530002,,
2025,100540001,,
2025,100540002,,
2025,100550001,,
2025,100550002,180,240
2025,100550003,200,230
2025,100560001,,
2025,100560002,30,60
2025,100570001,,
2025,100570002,20,10
2025,100570003,20,40
2025,10060002,7,8
2025,10060003,60,90
2025,10060004,30,40
2025,100620001,,
2025,100620002,20,30
2025,100620003,30,60
2025,100630001,20,40
2025,100630002,30,60
2025,100640001,30,40
2025,100650001,30,30
2025,100650002,30,30
2025,100660001,20,20
2025,100660002,20,20
2025,100670001,,
2025,100670002,30,30
2025,100670003,40,40
2025,100680001,60,60
2025,100680002,30,30
2025,100690001,20,20
2025,100690002,30,30
2025,100690003,30,30
2025,100700001,20,20
2025,100700002,20,20
2025,100700003,40,30
2025,10070001,,
2025,100720002,,
2025,100730002,,
2025,100750002,20,60
2025,100760001,60,140
2025,100760002,95,145
2025,100770001,30,60
2025,100780001,,
2025,100780002,,
2025,100790001,,
2025,100800001,10,10
2025,100800002,15,20
2025,10080001,30,60
2025,100820001,,
2025,100820002,30,30
2025,100820003,60,105
2025,100830001,15,15
2025,100830002,22,20
2025,100830003,60,120
2025,100830004,30,40
2025,100840001,10,20
