gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,63,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Electronic check,18.05,1176.84,0
Male,0,No,No,57,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,62.5,3591.81,0
Female,1,No,No,62,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,97.01,5991.56,0
Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),21.55,872.85,0
Male,0,Yes,Yes,3,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),84.53,432.34,0
Female,0,No,No,35,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),101.96,3546.97,1
Male,0,Yes,No,13,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,35.14,490.38,0
Male,0,No,No,64,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,One year,Yes,Electronic check,32.98,2211.34,0
Male,0,Yes,Yes,17,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),105.8,1889.82,1
Male,0,No,No,16,Yes,Yes,DSL,No,No,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),101.96,1632.3,0
Female,0,No,No,18,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),72.97,1122.79,0
Male,0,No,No,46,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,One year,No,Electronic check,101.56,4713.1,1
Male,0,No,No,41,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Mailed check,27.46,948.3,0
Male,0,Yes,No,69,No,No,No,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,58.24,4136.15,0
Female,0,Yes,No,30,Yes,Yes,No,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),93.26,2811.36,1
Female,1,Yes,No,20,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),44.26,965.17,1
Female,0,No,No,3,Yes,Yes,No,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.74,212.05,1
Female,0,No,No,0,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),69.43,0.0,0
Female,0,No,No,27,Yes,No phone service,No,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.53,2573.17,0
Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,65.4,4379.11,0
Female,0,No,No,38,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.53,2070.82,0
Male,0,Yes,Yes,65,No,No phone service,DSL,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,40.36,2630.17,0
Male,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,One year,No,Mailed check,39.25,496.14,0
Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),94.65,634.66,1
Male,0,No,No,60,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.13,1891.76,1
Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,26.77,254.9,1
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),35.98,226.3,1
Female,0,No,No,29,Yes,No phone service,DSL,Yes,No,No internet service,No,No internet service,No,Two year,No,Mailed check,35.89,1025.6,0
Male,0,No,No,67,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,101.96,6666.94,1
Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),58.65,2917.41,0
Male,0,Yes,Yes,7,Yes,No,No,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,119.02,898.08,0
Female,0,Yes,No,61,Yes,No,DSL,No internet service,No,No internet service,No,No,No,One year,No,Mailed check,32.0,1874.42,0
Male,0,No,Yes,61,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,84.66,5150.15,0
Male,0,No,Yes,58,Yes,No,No,No,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),63.77,3643.32,0
Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.08,3895.36,0
Female,0,No,No,17,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,107.26,1883.38,0
Male,1,Yes,No,71,Yes,No,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),117.51,8395.33,1
Female,0,Yes,No,23,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,107.03,2511.42,0
Female,0,Yes,No,58,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,Yes,Two year,No,Mailed check,37.61,2178.4,0
Male,0,Yes,No,42,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,40.52,1717.64,0
Female,0,No,Yes,56,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,84.92,4660.71,0
Female,0,No,No,45,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),47.49,1962.13,0
Female,0,No,No,46,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.94,4287.25,0
Male,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,No,Credit card (automatic),75.77,3359.8,0
Female,0,Yes,Yes,56,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,74.19,4251.38,1
Female,0,No,Yes,53,Yes,No,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),102.51,5558.74,0
Male,0,Yes,No,9,Yes,No,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,90.47,939.83,1
Male,0,Yes,Yes,60,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),20.71,1162.76,0
Female,1,Yes,No,39,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,23.04,870.38,0
Female,0,No,No,23,Yes,Yes,No,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Mailed check,79.36,1863.71,0
Female,0,No,Yes,37,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.59,2703.38,0
Female,0,No,Yes,70,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Credit card (automatic),44.54,3236.21,0
Male,0,No,No,62,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,One year,Yes,Mailed check,60.7,3852.95,1
Male,0,Yes,No,60,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No,No,One year,Yes,Mailed check,95.31,5687.58,0
Female,0,Yes,No,33,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),102.31,3305.57,0
Male,1,No,Yes,57,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,75.24,4351.79,0
Male,0,Yes,Yes,28,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.31,1516.63,1
Female,0,No,No,50,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,45.61,2261.43,1
Male,0,Yes,No,46,Yes,No phone service,DSL,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,71.24,3267.86,0
Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,One year,No,Mailed check,50.1,1029.23,1
Male,0,Yes,No,19,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),75.54,1406.88,1
Male,0,Yes,No,4,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,87.02,152.94,1
Male,0,No,No,10,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,24.74,287.76,0
Male,0,No,No,31,No,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),18.11,505.49,0
Male,1,No,No,34,Yes,No,DSL,Yes,No,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,39.65,1351.51,0
Male,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,109.24,1303.94,1
Female,0,Yes,Yes,30,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),83.92,2495.7,0
Female,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),35.54,1626.99,1
Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,108.81,1618.33,1
Female,0,No,No,24,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,65.94,1541.2,0
Male,0,Yes,No,26,Yes,No phone service,No,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),66.56,1785.28,0
Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),113.43,4034.35,1
Female,1,No,Yes,26,Yes,Yes,No,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),24.07,497.12,0
Male,0,No,Yes,53,Yes,Yes,No,No,No,No internet service,Yes,No internet service,Yes,One year,Yes,Electronic check,39.95,2170.83,0
Male,0,No,Yes,23,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,No,Electronic check,77.75,1878.1,0
Female,0,Yes,No,31,No,Yes,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,37.94,1172.54,0
Female,1,No,No,27,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),87.31,2200.5,0
Male,0,No,No,13,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Two year,No,Credit card (automatic),39.84,574.4,0
Male,1,Yes,No,50,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),28.11,1272.71,0
Male,1,No,No,17,Yes,No phone service,No,Yes,No internet service,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.11,689.57,0
Male,0,No,Yes,21,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,61.12,1212.52,0
Female,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),35.97,1957.5,0
Female,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),31.74,2154.71,1
Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),105.75,5061.34,0
Female,0,No,No,66,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One year,No,Credit card (automatic),50.68,3293.34,0
Female,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Two year,No,Electronic check,54.8,3444.7,0
Female,0,No,Yes,35,No,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,23.64,791.71,1
Male,0,No,Yes,56,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,54.45,3127.62,0
Female,1,Yes,No,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.01,1057.72,1
Female,0,No,Yes,33,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.27,2593.11,1
Female,0,No,Yes,39,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,38.95,1449.77,0
Male,1,No,Yes,70,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),108.61,7470.9,0
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,112.83,6905.89,0
Female,0,Yes,No,35,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,28.18,957.93,0
Male,0,No,No,47,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,28.96,1171.34,0
Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),29.76,373.78,0
Male,0,Yes,Yes,58,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),81.2,4637.52,0
Female,0,No,No,40,Yes,No phone service,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),30.44,1343.65,0
Male,0,Yes,Yes,38,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Credit card (automatic),104.94,3851.5,1
Male,0,No,Yes,55,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,94.94,5106.39,1
Male,0,Yes,No,46,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),101.62,4763.32,0
Male,0,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,71.66,466.84,1
Male,1,Yes,Yes,21,No,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,119.66,2453.26,0
Male,0,Yes,No,12,No,Yes,DSL,No,No,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),22.51,219.55,0
Male,1,Yes,No,53,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,Yes,Two year,No,Mailed check,58.93,3172.59,0
Female,0,Yes,Yes,2,Yes,Yes,No,Yes,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),51.04,0.0,0
Female,1,Yes,No,14,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,114.76,1457.74,1
Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.84,3281.66,0
Male,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,No,Mailed check,100.23,5135.49,0
Female,0,Yes,Yes,36,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),35.37,1238.46,0
Female,0,Yes,No,62,Yes,Yes,DSL,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),117.82,7312.91,0
Male,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),68.86,4704.32,0
Female,0,Yes,No,9,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.35,783.7,1
Female,0,No,No,69,No,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),117.03,8028.92,0
Male,0,No,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.83,2499.17,0
Male,0,Yes,No,46,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),58.55,2839.06,1
Male,0,No,No,6,No,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Mailed check,77.64,344.06,1
Male,0,No,Yes,45,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),31.06,1479.91,0
Female,0,Yes,No,52,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),50.75,2557.53,0
Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,37.71,1592.02,0
Female,1,Yes,No,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),28.53,151.77,0
Male,0,No,No,38,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,106.35,3964.66,1
Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),78.11,5232.83,1
Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Two year,No,Electronic check,54.58,2860.27,0
Male,0,No,No,10,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),59.68,676.44,0
Female,0,No,Yes,70,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),62.01,4330.32,0
Female,1,Yes,No,69,Yes,No phone service,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),82.58,5703.63,1
Male,0,Yes,No,12,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),112.53,1396.05,0
Female,0,No,Yes,58,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),113.14,6484.39,0
Male,0,Yes,No,29,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),57.93,1739.15,1
Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,51.58,2283.49,0
Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),64.01,2256.61,0
Male,0,Yes,No,57,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,75.93,4297.92,0
Male,0,No,No,72,Yes,No phone service,No,No internet service,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,65.11,4651.27,1
Female,1,No,No,58,Yes,No phone service,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),85.19,5002.54,0
Female,0,No,Yes,67,No,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,One year,No,Mailed check,74.55,5060.38,0
Male,1,No,No,69,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,50.71,3456.18,0
Female,0,No,Yes,6,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),53.26,287.31,0
Female,0,No,Yes,18,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),56.62,1062.45,1
Male,0,No,No,52,Yes,Yes,No,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),27.65,1371.59,0
Male,0,Yes,No,43,Yes,No,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,34.94,1469.58,0
Male,0,No,No,3,No,Yes,DSL,No,No,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),91.76,282.45,0
Female,0,Yes,Yes,6,Yes,Yes,No,No,No internet service,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),57.69,425.82,0
Female,0,No,No,37,Yes,No phone service,No,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,39.88,1427.19,0
Male,0,Yes,Yes,44,No,No phone service,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,75.39,3169.77,0
Female,0,Yes,Yes,12,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),95.07,987.51,1
Male,1,Yes,No,12,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,One year,No,Credit card (automatic),44.26,430.37,0
Female,1,No,Yes,9,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),102.33,815.92,1
Female,0,Yes,Yes,41,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,112.61,4604.64,0
Female,1,Yes,No,0,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,78.93,0.0,0
Male,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Mailed check,86.23,3479.21,1
Male,0,No,Yes,34,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),23.36,732.31,1
Female,1,No,No,34,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),114.44,3855.72,0
Male,0,Yes,Yes,49,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),58.03,2949.27,0
Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,112.24,4318.08,0
Male,0,No,Yes,53,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,77.06,4085.47,1
Female,0,Yes,Yes,55,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,18.47,978.97,0
Male,0,No,No,67,No,No phone service,DSL,No,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,21.93,1434.65,0
Female,0,Yes,Yes,58,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,No,Credit card (automatic),87.4,5095.42,0
Female,0,Yes,Yes,37,Yes,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,75.39,2836.16,1
Female,0,No,Yes,35,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,One year,No,Credit card (automatic),20.71,652.24,0
Female,0,Yes,No,17,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),93.83,1598.03,1
Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,104.92,4349.03,1
Female,1,Yes,No,10,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.63,703.24,0
Female,0,No,No,67,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),65.51,4450.14,0
Female,1,Yes,No,61,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,18.56,1109.75,1
Female,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Two year,No,Electronic check,98.24,931.24,1
Female,0,No,No,57,Yes,No phone service,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,51.73,2878.11,0
Female,0,No,No,8,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,107.63,878.44,0
Female,0,Yes,No,52,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),56.05,2911.73,0
Male,0,No,No,6,No,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),75.64,445.82,0
Male,0,Yes,Yes,35,Yes,No,No,No,No internet service,No,Yes,No,No internet service,Two year,Yes,Electronic check,45.57,1585.8,0
Male,1,No,No,48,Yes,No phone service,Fiber optic,No,No,No,Yes,No internet service,Yes,Two year,No,Electronic check,34.38,1658.81,0
Female,0,No,Yes,53,Yes,Yes,No,No,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),97.04,5210.96,0
Male,1,No,No,30,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,68.65,2169.72,1
Male,0,Yes,Yes,67,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,72.72,4872.06,0
Female,0,No,Yes,56,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,One year,No,Mailed check,116.47,6587.55,0
Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,116.29,1688.21,0
Female,0,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No internet service,No,Two year,No,Credit card (automatic),105.28,5114.72,0
Female,0,Yes,No,53,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),37.14,1907.46,0
Male,0,No,No,24,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),78.62,1974.13,0
Male,1,Yes,No,53,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,107.57,5878.06,0
Female,0,No,No,65,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,56.2,3643.23,0
Female,0,Yes,No,59,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Mailed check,28.31,1494.89,0
Female,0,No,No,55,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),100.72,5495.75,0
Female,0,No,No,46,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No internet service,One year,No,Electronic check,67.14,3186.99,0
Male,0,Yes,No,19,No,No,DSL,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),75.57,1480.08,1
