고객ID,나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,Netflix_사용,Tving_사용,Disney_사용,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부
OTT04231,45,남성,제주,Disney+,스탠다드 HD,13542,121.39,20,1,1,월간 구독,31,1,1,0,1,1,3,1,0,1,2,0,4,휴대폰결제,0,0,9,태블릿,0
OTT04232,54,남성,전북,Tving,광고형 스탠다드,5848,128.3,5,1,0,연간 구독,59,4,1,1,1,1,4,0,1,1,0,1,4,간편결제,0,0,13,스마트TV,0
OTT04233,24,남성,서울,Netflix,프리미엄 4K,16872,15.19,24,5,0,연간 구독,57,4,0,0,0,0,0,1,1,0,0,1,4,간편결제,0,5,16,태블릿,0
OTT04234,21,여성,경기,Tving,광고형 스탠다드,5142,255.22,16,2,0,6개월 구독,24,1,1,1,1,0,3,0,1,0,1,0,3,간편결제,0,0,13,태블릿,0
OTT04235,54,여성,경기,Netflix,스탠다드 HD,13916,15.56,12,4,0,연간 구독,43,2,0,0,0,0,0,1,1,0,0,0,5,신용카드,0,0,0,스마트폰,0
OTT04236,73,여성,대전,Netflix,베이직,9352,0.94,9,5,1,월간 구독,26,1,1,1,1,1,4,1,0,0,1,0,3,휴대폰결제,0,0,21,스마트폰,0
OTT04237,18,남성,충남,Netflix,연간 멤버십,12187,163.81,18,5,1,월간 구독,39,1,1,1,1,0,3,1,0,0,1,0,1,휴대폰결제,0,5,24,스마트폰,0
OTT04238,18,남성,충북,Tving,베이직,9550,12.66,22,1,0,연간 구독,54,2,0,0,1,0,1,0,1,0,0,0,2,신용카드,0,15,11,스마트TV,0
OTT04239,64,남성,부산,Netflix,스탠다드 HD,13874,43.87,17,5,0,6개월 구독,53,2,0,0,0,1,1,1,0,0,0,0,3,휴대폰결제,0,0,34,스마트폰,0
OTT04240,37,여성,전남,Tving,스탠다드 HD,13142,176.45,23,5,0,월간 구독,22,1,0,0,0,0,0,1,1,0,0,0,3,신용카드,0,0,12,태블릿,1
OTT04241,36,남성,경기,Disney+,연간 멤버십,11643,2.54,17,5,1,6개월 구독,33,1,1,1,0,1,3,1,1,1,1,1,1,간편결제,0,5,13,스마트폰,0
OTT04242,46,여성,서울,Tving,베이직,9841,15.69,25,2,1,월간 구독,32,1,0,0,0,0,0,1,1,0,4,0,5,휴대폰결제,0,15,26,PC,0
OTT04243,27,여성,부산,Netflix,베이직,9296,46.93,18,2,0,월간 구독,33,1,1,0,1,0,2,1,0,1,2,0,2,신용카드,0,5,14,스마트폰,1
OTT04244,35,여성,제주,Netflix,베이직,9351,71.89,3,1,1,월간 구독,9,1,1,0,0,1,2,1,0,0,1,0,3,신용카드,0,0,15,스마트폰,0
OTT04245,45,여성,전북,Tving,스탠다드 HD,13787,82.35,8,1,1,월간 구독,15,1,0,0,1,0,1,0,1,1,2,1,3,신용카드,1,5,31,PC,0
OTT04246,52,여성,대구,Disney+,스탠다드 HD,13333,107.64,14,5,0,연간 구독,22,2,1,0,0,0,1,0,0,1,1,0,5,신용카드,0,0,28,스마트폰,0
OTT04247,60,여성,광주,Netflix,베이직,9454,9.22,32,5,0,연간 구독,16,1,0,1,0,1,2,1,0,1,2,1,4,간편결제,0,5,3,PC,0
OTT04248,64,남성,제주,Disney+,광고형 스탠다드,5846,23.1,10,5,0,연간 구독,35,1,1,1,0,0,2,0,1,1,2,0,5,신용카드,0,0,10,스마트폰,0
OTT04249,48,여성,경기,Tving,스탠다드 HD,14285,62.63,23,5,0,월간 구독,25,2,0,0,1,1,2,1,1,0,0,1,5,간편결제,0,0,29,스마트폰,0
OTT04250,44,남성,경기,Tving,광고형 스탠다드,5102,62.82,24,4,1,연간 구독,35,1,0,0,0,0,0,0,1,0,4,0,5,간편결제,0,0,17,스마트폰,0
OTT04251,28,남성,제주,Disney+,광고형 스탠다드,5353,18.41,7,2,0,월간 구독,25,1,1,0,0,1,2,0,0,1,1,0,2,간편결제,0,0,25,스마트폰,0
OTT04252,66,남성,경북,Tving,연간 멤버십,11402,18.14,17,4,0,연간 구독,46,2,1,0,1,0,2,0,1,0,0,0,2,휴대폰결제,0,10,29,스마트TV,0
OTT04253,66,남성,경기,Disney+,스탠다드 HD,13480,19.33,21,5,0,월간 구독,37,1,1,0,1,1,3,0,0,1,0,0,2,간편결제,0,0,21,스마트TV,0
OTT04254,55,남성,인천,Netflix,스탠다드 HD,13455,111.32,17,5,0,연간 구독,49,1,0,0,0,0,0,1,0,0,2,0,4,신용카드,0,0,16,태블릿,0
OTT04255,22,남성,경기,Tving,광고형 스탠다드,5000,120.13,25,5,0,월간 구독,59,1,1,0,0,0,1,0,1,0,2,0,2,신용카드,0,15,28,스마트폰,1
OTT04256,25,여성,서울,Tving,스탠다드 HD,13675,0.75,25,2,0,연간 구독,53,3,1,0,0,0,1,0,1,0,1,0,3,간편결제,0,0,23,태블릿,0
OTT04257,51,남성,제주,Netflix,프리미엄 4K,16683,19.65,22,3,0,월간 구독,10,1,1,0,0,0,1,1,0,1,1,0,4,간편결제,0,5,14,스마트TV,0
OTT04258,65,남성,경기,Tving,광고형 스탠다드,5244,24.88,29,1,1,월간 구독,16,1,1,0,0,1,2,1,1,1,1,0,3,신용카드,0,5,28,스마트폰,0
OTT04259,69,남성,경북,Netflix,스탠다드 HD,13494,201.95,19,3,0,연간 구독,18,1,0,0,0,0,0,1,0,0,2,0,3,간편결제,0,0,24,PC,0
OTT04260,73,여성,서울,Netflix,베이직,9312,144.27,21,1,0,월간 구독,45,1,1,0,0,1,2,1,0,0,1,0,2,신용카드,0,0,9,스마트TV,0
OTT04261,29,여성,부산,Netflix,베이직,9408,49.49,22,3,0,월간 구독,50,2,0,0,0,1,1,1,1,0,1,0,1,휴대폰결제,0,0,21,스마트TV,1
OTT04262,55,여성,서울,Tving,광고형 스탠다드,5737,2.34,9,2,0,6개월 구독,29,1,1,0,0,1,2,1,1,0,1,1,4,신용카드,0,0,19,스마트폰,0
OTT04263,18,여성,충남,Disney+,스탠다드 HD,13037,10.61,25,4,0,월간 구독,17,1,0,1,1,1,3,0,1,1,3,1,2,간편결제,1,5,13,스마트TV,1
OTT04264,48,남성,대구,Tving,광고형 스탠다드,5420,28.48,13,2,0,월간 구독,58,1,0,0,0,1,1,1,1,0,2,0,3,신용카드,0,20,12,태블릿,0
OTT04265,21,여성,광주,Tving,베이직,9976,159.75,17,5,0,연간 구독,4,4,1,0,0,1,2,1,1,0,0,1,3,간편결제,0,5,13,스마트폰,0
OTT04266,66,남성,서울,Netflix,베이직,10003,4.97,25,1,0,월간 구독,4,2,0,0,0,0,0,1,0,0,2,0,3,간편결제,1,5,32,스마트TV,0
OTT04267,62,남성,경기,Disney+,스탠다드 HD,13112,78.36,24,1,0,6개월 구독,53,1,1,0,0,0,1,0,0,1,0,2,3,간편결제,0,10,28,스마트TV,0
OTT04268,67,여성,서울,Tving,스탠다드 HD,13477,10.61,5,4,1,6개월 구독,15,1,1,0,0,0,1,1,1,0,0,0,4,휴대폰결제,0,5,30,태블릿,0
OTT04269,22,남성,경기,Disney+,베이직,9656,35.45,5,5,0,월간 구독,4,4,0,0,0,1,1,0,0,1,0,1,1,신용카드,0,20,0,스마트TV,1
OTT04270,47,여성,광주,Disney+,베이직,9308,72.83,10,3,0,월간 구독,13,1,1,0,0,0,1,1,0,1,1,0,5,간편결제,0,0,29,스마트TV,0
OTT04271,73,여성,부산,Netflix,연간 멤버십,11623,58.96,22,4,1,월간 구독,50,1,1,0,0,1,2,1,0,1,2,0,2,신용카드,0,0,25,스마트폰,0
OTT04272,41,남성,대구,Tving,베이직,9647,74.75,33,5,1,월간 구독,53,1,1,0,1,0,2,1,1,1,1,0,4,간편결제,0,0,25,태블릿,0
OTT04273,20,남성,부산,Disney+,베이직,9273,83.99,15,5,0,월간 구독,56,2,1,1,0,0,2,1,1,1,3,0,5,간편결제,0,0,8,PC,0
OTT04274,28,남성,경기,Netflix,베이직,9587,18.25,10,3,0,월간 구독,6,1,0,0,0,1,1,1,0,0,1,0,4,신용카드,0,0,11,스마트TV,0
OTT04275,62,여성,경기,Tving,광고형 스탠다드,5479,22.63,10,5,0,6개월 구독,5,1,0,0,0,1,1,1,1,0,2,0,4,휴대폰결제,0,15,24,PC,0
OTT04276,21,여성,서울,Disney+,베이직,8923,84.57,24,5,0,연간 구독,55,2,0,0,0,0,0,0,0,1,0,1,5,간편결제,0,15,3,스마트TV,0
OTT04277,43,남성,경북,Netflix,스탠다드 HD,13802,1.97,30,1,1,월간 구독,33,1,0,1,0,1,2,1,0,0,2,0,4,간편결제,0,20,5,스마트TV,1
OTT04278,44,남성,대구,Disney+,광고형 스탠다드,5514,36.12,30,5,0,월간 구독,6,2,1,0,0,0,1,0,1,1,2,0,3,휴대폰결제,0,5,29,스마트폰,0
OTT04279,63,여성,서울,Disney+,베이직,9613,126.54,13,5,0,연간 구독,34,1,1,1,0,0,2,0,0,1,0,1,4,신용카드,0,0,23,PC,0
OTT04280,71,여성,서울,Tving,베이직,9669,108.14,4,2,1,월간 구독,5,1,1,0,1,1,3,1,1,0,1,0,4,간편결제,0,0,24,스마트폰,0
OTT04281,60,남성,경북,Netflix,베이직,9861,81.56,20,5,0,연간 구독,48,1,0,0,1,1,2,1,1,0,2,0,5,간편결제,0,0,29,태블릿,0
OTT04282,44,남성,충북,Netflix,광고형 스탠다드,5806,1.09,34,1,1,6개월 구독,58,2,1,0,0,1,2,1,1,0,1,0,2,간편결제,0,0,8,스마트TV,0
OTT04283,59,여성,대전,Netflix,스탠다드 HD,13055,109.32,24,5,0,월간 구독,36,1,1,0,0,0,1,1,1,0,0,0,4,신용카드,1,5,11,스마트TV,0
OTT04284,68,남성,경기,Disney+,프리미엄 4K,16081,121.33,6,5,0,6개월 구독,13,1,1,0,0,0,1,0,0,1,1,0,2,간편결제,0,10,25,스마트TV,1
OTT04285,67,남성,경기,Disney+,광고형 스탠다드,5004,54.48,19,1,0,6개월 구독,28,1,1,1,0,0,2,0,1,1,1,0,1,휴대폰결제,1,10,7,스마트TV,1
OTT04286,23,여성,제주,Tving,프리미엄 4K,17856,17.76,9,2,0,연간 구독,7,1,0,1,1,1,3,1,1,0,0,0,1,간편결제,0,15,18,스마트TV,0
OTT04287,32,여성,전북,Netflix,광고형 스탠다드,5245,33.66,23,5,0,월간 구독,57,1,1,0,0,1,2,1,0,0,3,0,3,휴대폰결제,0,0,32,스마트TV,0
OTT04288,70,남성,경기,Netflix,프리미엄 4K,17525,71.9,19,3,1,월간 구독,9,3,1,1,0,0,2,1,1,1,0,2,3,간편결제,1,5,3,스마트TV,1
OTT04289,47,남성,경북,Disney+,스탠다드 HD,13531,83.84,17,5,0,연간 구독,26,1,1,0,0,1,2,1,0,1,0,0,5,신용카드,0,10,11,태블릿,0
OTT04290,59,남성,충남,Tving,프리미엄 4K,17004,21.03,13,5,0,연간 구독,33,2,0,0,0,0,0,1,1,0,0,1,3,신용카드,0,0,7,스마트폰,0
OTT04291,54,남성,경기,Disney+,베이직,9791,19.73,24,3,0,연간 구독,55,1,1,1,0,0,2,1,0,1,2,0,4,간편결제,0,5,4,스마트TV,0
OTT04292,54,여성,경기,Tving,베이직,9496,66.62,31,1,1,월간 구독,23,4,1,0,1,1,3,0,1,1,3,0,2,간편결제,0,0,31,태블릿,1
OTT04293,59,남성,서울,Disney+,스탠다드 HD,13690,57.97,36,3,0,월간 구독,37,1,0,0,0,0,0,0,1,1,0,2,4,간편결제,0,5,4,스마트TV,0
OTT04294,54,여성,서울,Tving,스탠다드 HD,13784,35.99,24,5,1,월간 구독,56,1,1,0,0,0,1,0,1,0,0,0,4,간편결제,0,20,1,스마트TV,0
OTT04295,52,여성,강원,Tving,연간 멤버십,11458,27.26,32,1,0,월간 구독,26,3,1,0,0,1,2,1,1,0,0,0,5,정기결제,0,10,4,태블릿,0
OTT04296,40,남성,경기,Netflix,베이직,9689,53.52,9,2,1,월간 구독,52,1,0,0,0,0,0,1,0,0,1,0,3,휴대폰결제,0,10,22,PC,0
OTT04297,23,남성,전남,Disney+,광고형 스탠다드,5000,1.65,16,5,0,월간 구독,11,3,0,0,0,1,1,0,0,1,0,0,4,정기결제,0,0,4,PC,0
OTT04298,21,남성,제주,Tving,연간 멤버십,11926,3.94,10,5,0,월간 구독,49,1,1,0,0,1,2,1,1,0,4,0,5,휴대폰결제,0,5,16,태블릿,0
OTT04299,35,여성,서울,Netflix,연간 멤버십,11761,42.56,15,3,0,6개월 구독,13,3,0,0,0,1,1,1,1,0,0,0,4,신용카드,0,0,9,PC,0
OTT04300,26,여성,인천,Netflix,광고형 스탠다드,5416,11.8,9,3,0,월간 구독,52,2,0,1,0,1,2,1,1,0,0,0,1,간편결제,0,10,5,태블릿,0
OTT04301,66,남성,전북,Netflix,스탠다드 HD,13681,74.53,36,1,0,연간 구독,27,1,1,1,0,1,3,1,0,0,1,0,5,간편결제,0,10,20,스마트TV,0
OTT04302,46,여성,전북,Tving,연간 멤버십,12725,74.0,16,5,1,6개월 구독,2,1,0,1,1,1,3,0,1,1,4,0,1,정기결제,0,0,15,PC,1
OTT04303,30,여성,충남,Netflix,광고형 스탠다드,5499,61.89,18,5,0,월간 구독,16,1,0,1,0,1,2,1,1,0,0,1,5,간편결제,0,0,30,태블릿,0
OTT04304,64,여성,경기,Netflix,광고형 스탠다드,5459,116.96,4,3,1,월간 구독,51,1,0,0,1,0,1,1,0,0,1,0,3,신용카드,1,10,32,스마트TV,1
OTT04305,69,남성,인천,Tving,프리미엄 4K,16479,7.59,0,3,0,6개월 구독,29,1,1,1,0,0,2,0,1,0,2,0,2,신용카드,0,0,35,스마트폰,1
OTT04306,34,여성,대구,Netflix,연간 멤버십,11576,15.0,36,5,0,월간 구독,20,1,1,0,0,1,2,1,0,0,0,0,2,간편결제,0,0,7,스마트TV,1
OTT04307,62,여성,제주,Disney+,광고형 스탠다드,5808,14.54,17,3,0,월간 구독,32,1,1,0,0,0,1,1,0,1,1,0,2,휴대폰결제,0,0,18,스마트폰,0
OTT04308,49,남성,경기,Tving,광고형 스탠다드,5417,76.25,42,3,0,6개월 구독,23,1,1,0,0,0,1,1,1,0,0,0,4,간편결제,0,5,1,스마트폰,0
OTT04309,65,남성,경남,Tving,프리미엄 4K,16476,36.84,18,5,1,월간 구독,9,2,1,0,0,1,2,1,1,0,0,1,1,휴대폰결제,0,0,25,스마트폰,1
OTT04310,39,남성,경기,Netflix,스탠다드 HD,14017,14.56,7,1,1,연간 구독,32,1,1,1,0,1,3,1,0,0,0,1,2,신용카드,0,0,5,태블릿,0
OTT04311,21,남성,제주,Netflix,연간 멤버십,9435,7.33,20,1,0,연간 구독,4,1,0,0,0,0,0,1,1,0,1,0,2,간편결제,0,30,18,스마트폰,0
OTT04312,22,남성,대전,Netflix,베이직,9514,111.75,20,5,0,월간 구독,50,1,0,0,0,0,0,1,0,0,1,1,2,신용카드,0,5,21,태블릿,0
OTT04313,54,여성,인천,Disney+,스탠다드 HD,13550,58.9,21,4,0,월간 구독,42,1,0,0,0,0,0,0,1,1,1,0,2,신용카드,0,5,34,PC,1
OTT04314,58,남성,대구,Disney+,광고형 스탠다드,5576,37.59,19,1,1,월간 구독,47,2,0,0,1,0,1,0,1,1,1,0,1,신용카드,0,15,35,스마트TV,1
OTT04315,66,남성,경기,Netflix,프리미엄 4K,17549,168.3,4,5,0,월간 구독,45,1,0,0,0,0,0,1,0,0,2,0,1,신용카드,0,5,7,태블릿,1
OTT04316,30,여성,경기,Tving,베이직,9104,94.72,4,3,0,6개월 구독,48,1,1,0,1,1,3,1,1,0,0,0,3,신용카드,0,0,0,스마트TV,0
OTT04317,51,남성,서울,Netflix,스탠다드 HD,13329,9.81,31,5,0,월간 구독,10,3,1,1,0,0,2,1,1,0,1,0,4,신용카드,0,15,26,스마트폰,0
OTT04318,62,남성,서울,Disney+,스탠다드 HD,13146,35.48,39,4,0,월간 구독,4,3,1,1,1,1,4,0,1,1,2,0,5,신용카드,0,10,11,스마트TV,0
OTT04319,39,여성,경기,Disney+,스탠다드 HD,14039,33.28,17,1,0,연간 구독,48,2,1,0,0,0,1,0,0,1,1,1,3,신용카드,0,5,27,스마트폰,0
OTT04320,70,여성,충남,Tving,스탠다드 HD,13217,92.99,1,5,0,월간 구독,56,2,1,0,1,0,2,1,1,0,0,0,2,간편결제,0,0,13,스마트폰,1
OTT04321,40,여성,대구,Tving,스탠다드 HD,13657,8.07,32,5,0,6개월 구독,11,2,1,0,1,0,2,0,1,0,1,0,2,간편결제,0,0,2,스마트TV,1
OTT04322,68,여성,서울,Disney+,베이직,9389,30.05,11,2,0,연간 구독,2,2,0,0,0,0,0,0,0,1,0,1,1,간편결제,0,20,18,스마트폰,0
OTT04323,20,남성,경북,Tving,연간 멤버십,13209,50.6,23,5,0,연간 구독,28,1,0,0,0,1,1,0,1,0,0,0,5,신용카드,0,10,19,태블릿,0
OTT04324,59,여성,대구,Tving,베이직,9639,145.25,14,4,1,월간 구독,12,3,1,0,0,0,1,0,1,0,1,1,1,간편결제,0,15,28,스마트TV,0
OTT04325,51,남성,제주,Disney+,스탠다드 HD,13430,114.76,15,1,0,6개월 구독,40,1,1,0,0,1,2,0,0,1,1,0,4,정기결제,0,0,33,스마트TV,0
OTT04326,49,여성,대전,Tving,스탠다드 HD,14182,38.16,11,5,1,연간 구독,21,2,1,0,0,1,2,0,1,1,3,0,1,정기결제,0,5,11,PC,0
OTT04327,62,남성,서울,Tving,광고형 스탠다드,5939,46.66,33,1,0,월간 구독,45,1,0,0,0,0,0,1,1,1,0,0,4,간편결제,0,5,10,스마트폰,0
OTT04328,68,여성,인천,Disney+,연간 멤버십,11722,95.66,24,3,0,월간 구독,34,2,0,1,0,0,1,0,1,1,6,0,3,정기결제,0,0,28,태블릿,0
OTT04329,66,여성,광주,Tving,스탠다드 HD,13587,68.2,23,5,1,연간 구독,56,2,0,0,0,0,0,1,1,0,0,0,4,신용카드,0,5,5,PC,0
OTT04330,38,여성,서울,Tving,스탠다드 HD,13534,105.74,20,5,1,월간 구독,34,2,0,1,0,1,2,0,1,0,0,1,5,신용카드,0,5,12,스마트폰,0
OTT04331,63,남성,서울,Netflix,베이직,9476,113.13,23,2,0,월간 구독,36,2,1,1,0,1,3,1,0,0,0,0,2,신용카드,0,0,34,태블릿,0
OTT04332,61,남성,서울,Netflix,광고형 스탠다드,6049,89.36,8,5,0,월간 구독,50,1,0,1,1,0,2,1,1,0,0,0,1,신용카드,0,10,11,태블릿,1
OTT04333,38,여성,경기,Netflix,베이직,9584,0.47,25,5,0,연간 구독,54,3,1,0,0,0,1,1,0,0,1,0,3,신용카드,0,0,4,스마트TV,0
OTT04334,61,여성,경기,Tving,베이직,9934,18.62,32,3,1,월간 구독,3,1,0,0,0,1,1,1,1,1,1,0,1,간편결제,0,20,33,스마트TV,0
OTT04335,28,남성,인천,Tving,광고형 스탠다드,5717,25.84,22,3,0,월간 구독,39,3,1,0,0,0,1,1,1,0,2,0,3,휴대폰결제,0,5,27,스마트폰,0
OTT04336,56,여성,서울,Disney+,연간 멤버십,11656,56.65,28,5,0,월간 구독,6,1,0,0,0,0,0,0,0,1,1,0,2,간편결제,0,5,11,스마트폰,0
OTT04337,21,여성,대전,Tving,스탠다드 HD,13197,18.33,15,1,0,월간 구독,1,2,0,1,0,0,1,0,1,0,1,1,5,신용카드,0,0,21,태블릿,1
OTT04338,68,남성,대구,Disney+,연간 멤버십,12039,19.55,24,2,1,월간 구독,41,2,0,1,0,0,1,1,0,1,2,0,5,휴대폰결제,0,30,20,PC,0
OTT04339,18,여성,경기,Netflix,스탠다드 HD,13852,25.56,16,5,1,연간 구독,12,1,0,0,0,0,0,1,0,0,1,0,4,간편결제,0,0,17,스마트폰,0
OTT04340,45,남성,서울,Disney+,광고형 스탠다드,5055,155.43,3,5,0,월간 구독,39,2,1,0,0,1,2,1,0,1,1,0,4,정기결제,0,5,11,PC,0
OTT04341,41,남성,서울,Tving,베이직,10102,28.74,17,5,0,월간 구독,1,1,1,1,0,1,3,0,1,0,2,1,1,간편결제,0,5,25,스마트TV,0
OTT04342,52,남성,경기,Tving,베이직,9525,7.58,31,5,0,6개월 구독,20,1,0,0,1,1,2,1,1,1,0,1,4,간편결제,0,10,23,스마트TV,0
OTT04343,30,여성,서울,Netflix,베이직,9646,0.32,6,5,0,연간 구독,36,3,1,1,0,1,3,1,0,0,1,1,5,신용카드,0,0,33,스마트TV,0
OTT04344,64,여성,경기,Tving,스탠다드 HD,13614,13.5,36,2,0,월간 구독,38,1,1,0,0,1,2,1,1,0,2,0,1,간편결제,0,30,10,스마트TV,1
OTT04345,51,남성,광주,Tving,프리미엄 4K,17390,139.69,14,5,0,월간 구독,48,2,0,1,0,0,1,1,1,0,0,0,2,간편결제,0,5,9,스마트폰,0
OTT04346,28,여성,부산,Tving,베이직,9729,155.05,25,5,0,월간 구독,47,1,0,0,1,1,2,1,1,1,2,0,2,신용카드,0,0,14,스마트폰,1
OTT04347,53,여성,경기,Disney+,베이직,9858,37.65,35,2,1,월간 구독,3,1,1,0,0,0,1,1,1,1,3,1,2,간편결제,0,0,9,스마트TV,0
OTT04348,68,여성,경기,Disney+,스탠다드 HD,13245,51.97,38,1,0,6개월 구독,50,1,0,1,1,0,2,1,0,1,0,2,2,신용카드,0,15,9,태블릿,1
OTT04349,34,남성,대구,Disney+,연간 멤버십,11745,79.46,36,5,0,월간 구독,51,1,0,1,0,1,2,1,0,1,0,0,3,정기결제,0,5,18,스마트폰,0
OTT04350,52,여성,경북,Tving,스탠다드 HD,13389,2.88,12,5,0,6개월 구독,45,4,0,0,1,0,1,0,1,0,0,0,5,휴대폰결제,0,5,9,스마트TV,0
OTT04351,35,남성,충남,Disney+,베이직,9702,23.44,31,5,0,월간 구독,20,1,1,1,0,1,3,0,0,1,3,0,1,신용카드,0,0,16,스마트폰,1
OTT04352,57,남성,부산,Disney+,스탠다드 HD,13869,51.4,14,5,0,월간 구독,46,1,0,1,0,0,1,0,0,1,1,0,3,간편결제,0,20,18,스마트폰,0
OTT04353,39,남성,경기,Netflix,베이직,9470,114.26,10,5,0,월간 구독,46,1,1,0,0,1,2,1,0,0,1,1,3,간편결제,0,10,0,스마트TV,0
OTT04354,74,남성,경기,Netflix,스탠다드 HD,14244,64.88,14,5,0,월간 구독,8,1,0,0,0,1,1,1,0,0,0,0,2,간편결제,0,20,28,스마트폰,1
OTT04355,41,여성,경북,Netflix,베이직,9982,21.54,32,5,0,월간 구독,11,1,1,0,0,1,2,1,0,0,3,0,2,휴대폰결제,0,0,14,스마트TV,0
OTT04356,36,남성,서울,Netflix,스탠다드 HD,13690,120.39,15,5,0,월간 구독,44,2,1,1,0,0,2,1,0,0,1,0,2,신용카드,0,15,33,PC,0
OTT04357,54,여성,제주,Netflix,프리미엄 4K,16550,54.62,12,5,1,월간 구독,56,1,1,0,0,1,2,1,1,0,0,1,1,신용카드,0,10,16,태블릿,1
OTT04358,56,남성,대전,Netflix,광고형 스탠다드,5515,88.67,36,5,1,연간 구독,1,1,0,1,0,0,1,1,0,0,2,0,5,신용카드,0,5,34,스마트TV,0
OTT04359,38,남성,울산,Tving,베이직,9413,24.35,18,5,1,6개월 구독,30,1,0,0,0,0,0,1,1,0,1,0,2,간편결제,0,0,25,스마트폰,0
OTT04360,25,여성,서울,Netflix,스탠다드 HD,13378,0.11,26,5,1,월간 구독,41,2,1,0,1,0,2,1,0,1,0,0,4,신용카드,0,0,15,PC,0
OTT04361,45,여성,대구,Netflix,프리미엄 4K,17455,9.09,10,1,0,월간 구독,52,2,0,0,0,1,1,1,0,0,2,1,5,간편결제,0,0,3,태블릿,0
OTT04362,22,남성,인천,Disney+,광고형 스탠다드,5386,130.99,16,5,0,연간 구독,14,2,1,1,0,1,3,0,1,1,0,1,3,신용카드,0,15,15,스마트TV,0
OTT04363,34,남성,서울,Disney+,스탠다드 HD,13501,1.68,17,3,0,6개월 구독,20,1,1,0,1,0,2,0,0,1,1,0,2,휴대폰결제,0,0,10,스마트폰,0
OTT04364,54,남성,경기,Disney+,연간 멤버십,11388,45.32,14,5,1,연간 구독,46,2,1,0,0,0,1,0,0,1,0,0,1,신용카드,0,15,24,스마트폰,0
OTT04365,53,남성,경남,Tving,베이직,9804,26.31,19,2,0,월간 구독,30,1,1,0,0,1,2,1,1,0,3,0,2,정기결제,0,20,11,스마트TV,0
OTT04366,71,여성,부산,Tving,스탠다드 HD,13586,28.07,11,4,0,월간 구독,45,1,1,0,0,0,1,0,1,1,1,0,3,간편결제,0,0,7,스마트폰,0
OTT04367,36,여성,경기,Netflix,광고형 스탠다드,5245,25.61,19,5,0,6개월 구독,12,1,0,1,0,0,1,1,0,0,1,0,1,간편결제,0,5,11,스마트폰,0
OTT04368,44,남성,서울,Netflix,광고형 스탠다드,5979,3.49,31,5,0,월간 구독,12,1,0,0,0,1,1,1,1,0,2,0,5,정기결제,1,0,22,스마트TV,0
OTT04369,70,여성,강원,Netflix,스탠다드 HD,13945,6.52,3,3,0,월간 구독,52,3,1,0,0,0,1,1,0,1,3,1,1,간편결제,0,0,11,스마트TV,0
OTT04370,51,여성,세종,Netflix,베이직,9334,3.25,18,2,0,월간 구독,39,1,0,0,0,1,1,1,0,0,2,1,1,신용카드,0,5,27,스마트폰,0
OTT04371,28,남성,대구,Disney+,베이직,9549,2.77,15,5,1,연간 구독,2,3,1,0,0,0,1,1,0,1,0,0,2,신용카드,0,20,35,스마트폰,0
OTT04372,71,남성,부산,Netflix,연간 멤버십,14391,4.47,14,5,0,월간 구독,23,1,1,0,0,1,2,1,0,0,0,0,4,간편결제,0,0,6,PC,1
OTT04373,62,여성,경기,Netflix,베이직,9870,59.64,39,5,0,연간 구독,58,2,0,1,0,1,2,1,0,0,0,0,2,간편결제,0,15,9,태블릿,0
OTT04374,64,여성,대구,Netflix,스탠다드 HD,12561,6.06,34,5,0,월간 구독,11,2,1,0,0,1,2,1,0,0,0,0,2,신용카드,1,0,26,스마트폰,1
OTT04375,29,남성,경기,Tving,스탠다드 HD,14025,15.16,15,2,1,6개월 구독,48,1,1,0,0,1,2,1,1,0,1,1,5,정기결제,0,0,13,스마트TV,0
OTT04376,71,남성,제주,Netflix,스탠다드 HD,13386,53.49,6,2,0,연간 구독,13,1,1,0,1,0,2,1,0,1,2,0,5,신용카드,0,10,8,PC,0
OTT04377,38,남성,대구,Tving,스탠다드 HD,13451,5.95,35,4,1,연간 구독,18,3,0,0,0,1,1,1,1,0,0,0,4,신용카드,0,0,13,스마트폰,0
OTT04378,71,여성,경기,Netflix,스탠다드 HD,13628,120.54,24,4,0,6개월 구독,19,1,0,1,0,0,1,1,0,1,0,0,5,신용카드,0,0,28,스마트폰,0
OTT04379,28,여성,인천,Netflix,베이직,8979,32.46,8,1,1,월간 구독,27,1,1,1,0,1,3,1,0,0,0,0,1,간편결제,0,30,5,태블릿,0
OTT04380,56,남성,전북,Netflix,프리미엄 4K,17850,164.92,10,5,1,연간 구독,11,1,1,1,0,0,2,1,1,0,0,0,3,간편결제,1,0,29,스마트폰,0
OTT04381,45,여성,서울,Tving,스탠다드 HD,13493,10.69,21,2,1,월간 구독,53,2,1,0,1,0,2,0,1,0,1,0,2,신용카드,0,0,18,스마트폰,0
OTT04382,22,여성,경기,Netflix,베이직,9520,1.56,37,3,0,6개월 구독,30,1,1,0,0,1,2,1,1,1,0,0,3,간편결제,0,20,7,스마트TV,0
