나이,성별,지역,서비스,요금제유형,월정액,월시청시간,월평균접속횟수,프로필수,동시접속이용,구독유형,가입기간_개월,등록기기수,오프라인저장,키즈프로필,추가프로필구매,독점콘텐츠시청,부가서비스수,CS문의횟수_6개월,불만접수건수,만족도점수,결제방법,결제실패경험,할인율,주사용기기기간_개월,주사용기기,이탈여부,월평균요금,시청시간비율,고객가치점수,CS민감도
72,0,1,1,1,9806,49.71,25,5,0,2,2,1,1,0,0,1,2,2,2,3,0,0,10,13,0,1,8825.4,0.1021137610155913,61.0,8
44,0,8,1,1,9442,133.13,12,1,1,2,15,4,1,1,0,0,2,0,0,1,0,0,0,30,3,0,9442.0,0.27347425073437276,47.5,0
22,0,13,1,1,9797,111.94,33,1,0,1,35,2,1,0,0,0,1,1,0,2,0,0,10,12,3,0,8817.300000000001,0.22994597481563647,52.5,1
42,1,6,1,2,13096,62.18,17,5,0,1,10,1,0,1,0,1,2,1,1,2,0,0,5,35,3,0,12441.199999999999,0.12772950432406893,55.0,4
20,0,11,1,1,9286,11.11,25,4,0,0,57,2,1,0,0,1,2,0,1,3,2,0,5,6,2,0,8821.699999999999,0.02282204556192354,88.5,3
50,0,2,0,4,17277,139.78,24,3,1,2,26,1,1,1,0,0,2,1,0,1,0,0,0,23,2,1,17277.0,0.2871346110392145,53.0,1
21,0,1,2,1,9224,12.88,20,5,0,1,34,1,1,1,0,1,3,2,0,2,0,0,0,23,3,0,9224.0,0.02645796101148292,82.0,2
42,1,1,1,1,9460,23.31,34,5,0,2,8,1,1,1,0,0,2,1,0,3,0,0,5,33,1,0,8987.0,0.04788315770012941,64.0,1
37,1,3,2,1,9356,87.66,14,1,1,1,58,1,1,0,0,1,2,1,0,1,1,0,15,11,2,0,7952.599999999999,0.18007025328156775,69.0,1
51,0,13,1,0,5483,11.7,21,1,1,2,1,1,0,0,0,0,0,1,0,4,0,0,30,23,1,0,3838.1,0.024034017378443333,40.5,1
43,0,7,1,0,5080,50.89,10,3,0,1,15,1,1,0,0,0,1,1,0,2,1,0,10,25,2,0,4572.0,0.10453770464863088,42.5,1
22,0,8,2,3,13374,30.61,23,5,1,1,4,1,0,1,0,1,2,0,0,5,0,1,0,7,2,1,13374.0,0.06287874119266243,82.0,0
52,1,1,2,3,13374,48.91,24,4,0,0,3,1,1,0,0,1,2,0,0,5,0,0,5,32,1,0,12705.3,0.10047040939997123,81.5,0
45,1,6,0,0,5890,158.56,20,3,1,2,45,1,1,0,0,1,2,0,0,2,1,0,10,1,3,1,5301.0,0.3257122902158953,72.5,0
46,1,1,1,3,12961,82.61,20,5,0,1,42,1,0,0,1,1,2,1,0,3,0,0,5,13,2,0,12312.949999999999,0.16969659620796615,81.0,1
26,1,12,2,0,5650,17.54,18,5,1,1,2,1,1,0,0,0,1,1,0,3,0,0,5,31,3,0,5367.5,0.03603048417246975,46.0,1
69,0,14,2,0,5605,2.95,23,4,0,2,19,4,0,0,0,0,0,0,0,4,1,0,0,21,1,0,5605.0,0.0060598590825989606,49.5,0
55,1,13,0,4,17176,170.63,26,5,0,0,19,1,1,0,0,0,1,0,0,4,1,0,5,28,2,0,16317.199999999999,0.3505063577165629,64.5,0
67,1,1,1,4,16016,43.99,7,5,0,2,46,2,0,0,1,0,1,1,0,5,0,0,30,21,1,0,11211.199999999999,0.0903637969639079,88.0,1
23,0,13,2,0,5916,9.5,17,5,0,2,41,1,1,1,0,0,2,0,2,3,0,0,0,21,1,1,5916.0,0.01951480043548818,80.5,6
36,0,1,2,1,9240,49.32,16,2,0,2,19,2,1,0,0,0,1,1,0,5,0,0,0,14,2,0,9240.0,0.10131262710297652,74.5,1
61,1,8,0,0,5363,2.16,26,1,0,2,57,4,0,0,0,0,0,3,0,5,0,0,5,30,1,0,5094.849999999999,0.004437049362174155,78.5,3
74,1,8,1,2,13671,10.38,32,2,1,0,20,1,0,0,0,0,0,1,0,3,0,0,5,35,2,0,12987.449999999999,0.021322487212670244,40.0,1
28,0,1,2,2,13971,50.07,24,5,1,2,49,1,1,0,0,1,2,1,0,5,0,0,30,34,2,0,9779.699999999999,0.10285326924262032,104.5,1
19,1,2,1,0,6240,25.75,21,4,0,2,56,1,0,0,0,1,1,0,1,3,3,0,0,30,2,0,6240.0,0.052895380127770585,73.0,3
64,1,1,2,3,11282,19.66,12,4,0,2,58,2,1,1,1,0,3,0,1,2,0,0,5,17,1,0,10717.9,0.040385365953862905,94.0,3
61,0,1,1,4,17095,53.28,38,5,1,2,37,1,1,0,1,1,3,1,0,1,1,0,0,30,3,1,17095.0,0.1094472176002958,73.5,1
61,0,14,1,0,5272,100.65,10,5,0,1,2,1,1,0,0,0,1,0,0,3,0,0,10,10,1,0,4744.8,0.20675417514019845,46.0,0
26,0,8,2,0,5789,56.75,7,5,1,2,25,2,0,1,0,1,2,1,0,2,0,0,20,4,2,0,4631.2,0.1165752552330478,62.5,1
38,1,13,1,2,13790,31.13,27,3,1,1,39,1,0,1,0,1,2,2,1,2,1,0,15,6,0,0,11721.5,0.06394691974281547,69.5,5
41,0,1,1,2,13653,53.77,14,1,1,0,22,1,0,0,0,1,1,0,0,2,0,0,0,19,1,0,13653.0,0.1104537704648631,46.0,0
51,0,8,1,4,16605,59.48,27,5,0,1,34,1,1,0,1,1,3,0,0,4,0,0,10,5,1,0,14944.5,0.12218319262135124,102.0,0
39,0,2,1,4,17032,74.59,34,3,0,1,22,1,1,1,0,0,2,2,0,5,0,0,0,11,1,0,17032.0,0.1532219962613751,91.0,2
20,1,8,0,1,9357,18.34,17,5,1,2,12,3,0,1,0,1,2,1,0,2,0,1,30,14,2,0,6549.9,0.03767383578808981,56.0,1
29,0,7,2,4,16761,6.08,24,5,0,1,46,1,0,1,0,0,1,0,0,4,0,0,5,12,2,0,15922.949999999999,0.012489472278712435,78.0,0
45,0,1,0,2,13581,57.27,15,5,1,1,39,3,0,0,0,1,1,1,0,4,0,0,5,13,2,0,12901.949999999999,0.11764343378320084,74.5,1
47,0,8,1,0,5041,6.45,20,3,0,1,46,3,1,0,0,0,1,2,1,5,1,0,10,20,2,0,4536.900000000001,0.01324952240093671,88.0,5
43,1,8,0,1,9847,31.0,18,5,1,0,12,4,0,0,0,0,0,3,2,2,0,0,5,29,2,0,9354.65,0.06367987510527721,26.0,9
65,1,8,2,1,9851,13.11,29,4,0,2,48,3,1,0,0,0,1,1,1,1,2,0,20,5,1,0,7880.8,0.026930424600973685,49.0,4
38,0,8,2,2,13703,20.18,14,2,0,2,46,2,0,0,0,1,1,2,1,3,1,0,5,35,1,0,13017.849999999999,0.04145354450401594,68.0,5
45,1,15,2,0,5488,31.8,13,5,1,2,53,2,1,0,0,0,1,1,1,1,1,0,15,34,1,0,4664.8,0.06532322672089727,51.5,4
73,1,11,2,0,5782,113.25,18,2,1,2,31,1,1,0,1,0,2,1,0,2,0,0,30,33,1,1,4047.3999999999996,0.23263696308621434,65.5,1
43,1,1,2,1,9427,57.04,26,2,0,1,53,1,0,0,0,1,1,2,1,3,2,0,10,35,1,0,8484.300000000001,0.11717097019371008,71.5,5
50,1,1,1,3,11165,9.42,12,1,0,2,32,1,0,0,0,0,0,1,0,3,1,1,0,28,1,1,11165.0,0.01935046527392617,46.0,1
38,0,2,1,0,5921,105.78,8,3,0,2,36,1,0,1,0,0,1,1,1,3,0,0,30,2,3,0,4144.7,0.21729216737536206,63.0,4
52,0,2,2,0,5904,34.71,31,5,1,1,14,1,1,1,0,1,3,2,0,4,1,0,10,4,1,1,5313.6,0.07130091822271523,92.0,2
69,1,0,2,0,5488,11.42,0,4,0,0,26,2,0,0,0,1,1,2,0,4,0,0,30,8,1,0,3841.6,0.023458844312976315,68.0,2
51,1,2,1,4,16701,37.48,6,5,1,1,28,1,1,0,0,0,1,0,0,1,0,0,5,19,3,0,15865.949999999999,0.07699102319179967,39.0,0
58,1,1,1,2,13777,10.59,41,1,1,1,1,1,1,1,0,0,2,0,0,5,1,0,0,35,1,0,13777.0,0.021753867011770504,80.5,0
68,0,1,2,4,16833,22.89,2,4,0,0,10,1,0,0,0,0,0,0,0,5,3,1,20,35,1,0,13466.400000000001,0.04702039810192889,55.0,0
64,1,5,0,4,16949,81.87,15,1,0,1,23,1,1,1,0,1,3,1,0,4,3,0,20,35,0,0,13559.2,0.1681764959635176,96.5,1
35,1,4,1,2,13528,53.74,13,3,1,1,35,1,1,0,0,1,2,2,0,1,0,0,5,14,1,0,12851.599999999999,0.11039214477927733,57.5,2
28,0,11,1,0,5051,32.5,0,4,0,1,15,2,0,0,0,1,1,0,0,3,1,0,0,6,3,0,5051.0,0.06676115938456482,52.5,0
74,0,1,0,2,13298,12.84,9,4,0,1,53,1,1,0,1,0,2,0,1,2,3,0,0,18,2,0,13298.0,0.026375793430701917,76.5,3
40,1,14,2,3,11786,16.58,22,5,0,1,45,1,1,0,0,0,1,2,1,2,0,0,20,33,1,0,9428.800000000001,0.03405846223372568,57.5,5
65,1,12,1,1,9421,191.38,27,1,0,2,8,1,1,0,0,0,1,0,1,5,0,0,5,10,1,0,8949.949999999999,0.39313079024670816,69.0,3
39,0,1,0,2,13300,21.0,31,3,1,1,2,2,1,0,0,0,1,1,1,3,1,0,15,18,3,0,11305.0,0.0431379799100265,46.0,4
34,1,0,2,1,9282,47.87,16,5,0,2,20,1,1,0,0,0,1,0,0,5,1,0,10,18,2,0,8353.800000000001,0.09833405229966516,75.0,0
22,0,1,2,2,13263,34.63,1,4,0,2,41,1,1,0,0,0,1,0,0,1,0,0,0,25,1,0,13263.0,0.07113658306115322,45.5,0
61,0,8,0,3,9723,1.17,20,4,0,2,43,2,0,1,0,1,2,3,0,5,1,1,0,21,3,0,9723.0,0.0024034017378443333,101.5,3
28,1,1,0,0,5000,144.73,33,1,1,1,29,1,0,0,0,1,1,3,0,2,3,0,0,20,2,0,5000.0,0.2973028491608636,49.5,3
47,1,1,1,4,17251,4.6,35,5,0,2,2,1,1,0,0,1,2,0,1,1,0,0,0,32,2,1,17251.0,0.009449271789815328,41.0,3
32,1,8,1,3,13540,53.75,29,1,0,0,40,1,0,1,0,1,2,2,0,1,0,0,0,20,3,0,13540.0,0.11041268667447258,60.0,2
44,1,12,1,0,5972,83.31,6,1,0,1,41,1,0,0,0,1,1,0,0,2,3,0,20,25,1,0,4777.6,0.1711345288716337,55.5,0
52,0,1,1,4,16745,69.06,18,5,0,2,44,3,1,0,1,0,2,1,0,5,0,0,5,13,2,0,15907.75,0.14186232821840145,102.0,1
50,1,5,1,1,9466,82.84,22,5,0,0,51,1,1,1,1,0,3,0,1,1,1,1,10,17,0,1,8519.4,0.17016905979745692,80.5,3
37,0,8,1,1,9775,67.3,23,1,1,2,15,1,1,1,0,1,3,1,0,5,1,0,15,5,2,0,8308.75,0.1382469546640373,102.5,1
33,0,8,0,2,13259,29.49,2,1,1,2,53,1,1,1,1,0,3,1,1,3,0,0,20,9,2,0,10607.2,0.060578048930794354,101.5,4
51,0,2,0,0,5153,113.3,40,2,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,15,0,1,5153.0,0.23273967256219058,27.0,0
19,0,5,2,4,16669,121.77,33,5,0,1,42,1,1,1,0,1,3,0,0,2,1,0,5,32,2,0,15835.55,0.25013865779256794,86.0,0
52,0,14,2,1,9700,28.72,19,5,0,2,13,1,0,0,0,0,0,0,0,2,1,1,0,1,2,1,9700.0,0.05899632300076005,26.5,0
57,0,14,1,4,16666,33.16,21,5,1,2,58,1,1,0,1,0,2,1,0,5,0,0,0,34,3,0,16666.0,0.06811692446745136,109.0,1
73,0,1,1,3,13107,33.24,15,5,0,1,28,1,0,0,0,1,1,1,0,4,0,0,10,22,1,0,11796.300000000001,0.06828125962901338,69.0,1
45,0,1,1,0,5559,16.35,32,5,0,2,56,2,1,0,1,1,3,0,1,3,3,0,0,25,2,1,5559.0,0.03358599864423492,103.0,3
64,1,3,0,2,13300,6.1,8,5,1,1,40,2,1,0,0,1,2,0,0,4,1,0,10,19,3,0,11970.0,0.012530556069102935,90.0,0
56,0,14,1,2,14287,15.19,21,5,1,2,43,2,1,0,0,0,1,0,0,5,0,0,0,20,1,0,14287.0,0.031203138801585834,86.5,0
23,0,4,0,2,14616,92.93,11,5,0,0,37,1,1,0,0,1,2,1,0,4,0,0,0,25,2,0,14616.0,0.1908958320494649,88.5,1
26,1,13,2,0,5276,39.16,19,1,0,2,21,2,0,1,0,0,1,0,0,5,0,0,15,24,1,0,4484.599999999999,0.08044206158460179,75.5,0
37,1,13,1,4,16622,94.92,31,5,1,2,15,1,0,1,0,1,2,1,0,3,0,0,0,6,2,1,16622.0,0.19498366919331978,67.5,1
18,1,1,1,0,5345,68.36,13,3,0,2,33,3,1,1,0,0,2,0,1,5,1,0,5,27,3,0,5077.75,0.14042439555473388,96.5,3
25,0,5,2,3,11957,21.43,21,1,0,1,53,2,1,0,0,1,2,1,0,5,0,0,0,11,2,0,11957.0,0.04402128140342228,106.5,1
72,1,12,0,1,9628,10.25,18,2,1,2,49,1,1,1,0,0,2,2,2,5,0,0,30,22,0,1,6739.599999999999,0.02105544257513198,104.5,8
40,0,10,2,2,14302,41.88,12,3,0,1,12,1,1,0,1,1,3,1,0,3,0,0,10,4,1,0,12871.800000000001,0.08602945707771,81.0,1
20,0,8,1,2,13260,137.33,13,5,0,0,30,1,0,1,1,1,3,2,0,4,0,0,10,13,2,0,11934.0,0.28210184671637806,100.0,2
21,0,1,2,1,9694,91.45,13,4,1,1,4,2,1,0,0,0,1,1,0,5,0,0,5,34,1,0,9209.3,0.18785563156056778,67.0,1
42,1,8,1,1,9227,72.16,1,2,0,2,39,1,1,0,0,0,1,0,0,4,0,0,20,12,2,0,7381.6,0.14823031572892914,74.5,0
64,0,1,0,1,9537,72.23,18,1,0,2,11,2,1,0,0,0,1,0,1,2,0,0,0,3,2,0,9537.0,0.1483741089952959,40.5,3
55,0,2,2,1,9431,37.51,20,4,1,2,44,1,0,0,1,0,1,4,0,2,0,0,5,12,2,1,8959.449999999999,0.07705264887738543,57.0,4
32,0,8,2,2,13641,9.29,4,5,0,2,27,1,0,0,0,0,0,1,0,2,0,0,0,13,1,0,13641.0,0.01908342063638791,33.5,1
38,1,1,1,0,5304,16.81,15,5,0,0,48,1,0,0,0,0,0,1,0,3,1,0,0,17,2,0,5304.0,0.03453092582321645,54.0,1
52,1,1,2,4,17075,43.12,17,5,1,0,18,3,0,0,1,0,1,0,0,5,1,0,5,31,1,0,16221.25,0.08857665208192107,74.0,0
74,0,5,1,1,9574,19.02,28,1,0,2,14,1,1,1,1,1,4,0,1,5,0,0,0,24,2,0,9574.0,0.03907068466136686,117.0,3
70,1,7,1,0,5639,76.06,37,5,1,2,15,1,1,0,0,1,2,0,0,5,3,1,10,31,2,0,5075.1,0.15624165485507693,87.5,0
70,1,1,1,4,17311,23.36,23,4,0,0,49,2,0,0,1,0,1,1,0,1,1,1,0,25,1,1,17311.0,0.047985867176105666,49.5,1
63,1,8,0,0,5493,6.05,6,4,0,2,34,1,1,0,0,1,2,0,0,2,0,0,0,18,1,1,5493.0,0.01242784659312668,67.0,0
69,0,1,2,0,5478,76.29,10,5,1,1,23,1,0,0,0,0,0,1,0,3,0,0,10,11,3,0,4930.2,0.1567141184445677,41.5,1
31,1,7,1,1,9805,59.89,20,5,1,2,35,2,1,1,0,0,2,2,2,4,0,0,0,35,3,0,9805.0,0.12302541032435653,87.5,8
53,0,1,0,4,17333,14.6,15,4,1,1,5,3,1,0,0,1,2,1,0,5,1,0,0,21,0,0,17333.0,0.029991166985066042,82.5,1
29,1,14,1,2,13914,198.47,19,5,0,0,1,1,1,0,0,0,1,0,1,4,0,0,10,6,1,0,12522.6,0.4076949939401409,55.5,3
34,0,11,1,2,13714,25.81,28,1,0,2,26,1,0,0,0,0,0,0,0,5,0,0,0,19,3,0,13714.0,0.05301863149894209,63.0,0
56,0,8,1,2,13705,57.04,18,1,0,0,10,3,1,1,1,0,3,1,0,2,0,0,15,17,2,0,11649.25,0.11717097019371008,70.0,1
26,0,0,2,3,13028,120.65,44,1,0,2,15,1,1,0,0,0,1,1,1,2,3,1,30,10,2,0,9119.599999999999,0.24783796553069987,42.5,4
52,1,1,2,1,9285,8.48,4,1,0,0,32,1,1,0,0,1,2,2,0,1,1,0,20,0,1,0,7428.0,0.017419527125572605,56.0,2
30,0,6,2,2,13838,105.61,25,2,1,2,42,2,1,0,0,1,2,0,1,1,0,0,0,14,2,1,13838.0,0.2169429551570428,61.0,3
32,1,1,2,3,11441,60.86,3,5,0,2,24,2,1,1,1,0,3,2,0,5,3,0,10,20,3,0,10296.9,0.12501797415829585,107.0,2
35,0,5,1,0,5123,9.17,11,2,0,1,36,1,1,1,0,0,2,0,0,4,0,0,15,10,0,0,4354.55,0.018836917894044906,88.0,0
68,1,15,0,2,13508,54.61,28,3,0,2,45,3,0,1,1,0,2,1,0,1,1,0,0,2,3,0,13508.0,0.11217928966126414,62.5,1
50,1,2,1,2,13733,103.8,0,1,0,1,16,1,0,1,1,0,2,1,0,3,3,0,0,25,1,0,13733.0,0.2132248721267024,68.0,1
23,1,1,0,2,13682,80.23,22,4,1,2,10,3,0,1,1,0,2,1,0,2,1,0,0,10,2,1,13682.0,0.1648076251514965,55.0,1
44,1,1,2,3,12285,71.48,7,1,1,2,34,1,1,1,1,1,4,0,0,4,0,0,5,33,0,0,11670.75,0.1468334668556521,117.0,0
40,1,11,2,1,9225,8.8,19,3,0,1,40,1,0,1,1,1,3,2,1,5,1,0,20,2,2,0,7380.0,0.018076867771820628,115.0,5
44,0,2,2,0,5177,10.57,13,3,1,2,58,3,0,0,0,1,1,1,0,5,0,0,0,29,1,0,5177.0,0.021712783221380004,94.0,1
51,1,2,2,2,13157,39.67,20,4,1,1,14,1,1,1,1,1,4,0,0,2,1,0,0,2,3,0,13157.0,0.08148969823955958,87.0,0
73,0,8,1,0,5252,43.39,23,5,1,1,5,4,1,0,0,0,1,2,0,4,0,0,10,25,3,0,4726.8,0.08913128325219284,57.5,2
63,1,8,0,4,16446,143.79,30,5,1,1,18,1,0,0,0,0,0,3,0,3,1,0,0,17,1,0,16446.0,0.29537191101251,39.0,3
55,1,11,1,3,11768,31.62,21,5,0,2,57,2,1,1,1,0,3,1,0,5,0,0,30,13,1,0,8237.6,0.06495347260738275,123.5,1
31,0,8,1,3,10743,18.01,26,5,0,0,54,4,0,0,1,0,1,3,0,2,1,0,5,13,2,0,10205.85,0.03699595324664654,62.0,3
53,0,1,2,2,12877,10.58,19,5,0,1,8,1,0,1,0,1,2,2,0,1,0,0,0,14,3,0,12877.0,0.021733325116575254,44.0,2
70,0,8,2,0,5546,2.78,6,5,0,2,31,1,0,0,0,1,1,1,0,2,2,0,15,21,1,0,4714.099999999999,0.005710646864279698,50.5,1
25,1,4,1,0,5712,3.56,8,5,0,0,44,1,1,0,0,0,1,1,0,2,3,0,20,4,0,0,4569.6,0.007312914689509255,57.0,1
52,1,14,0,3,11014,42.69,34,2,1,2,18,2,1,0,1,0,2,0,0,1,1,0,15,31,1,1,9361.9,0.08769335058852529,49.0,0
36,1,14,0,2,12703,9.7,7,1,1,2,13,1,0,0,0,1,1,1,0,3,1,0,0,29,1,0,12703.0,0.01992563833939319,51.5,1
47,1,1,2,1,9241,95.4,21,1,1,2,37,2,0,0,0,1,1,2,0,2,1,0,20,6,1,1,7392.8,0.1959696801626918,53.5,2
31,1,5,2,0,5658,45.38,21,5,0,1,11,1,1,0,0,0,1,2,0,2,1,0,5,7,1,0,5375.099999999999,0.09321912039604774,40.5,2
37,0,3,2,0,5596,100.08,21,5,1,2,3,3,0,0,0,1,1,1,0,2,1,0,5,31,2,1,5316.2,0.20558328711406915,36.5,1
66,0,8,1,2,13801,27.88,30,2,1,2,16,1,0,0,0,0,0,1,0,4,0,0,0,1,2,0,13801.0,0.05727080380435899,48.0,1
42,1,10,2,0,5787,45.29,13,5,0,1,8,1,0,0,0,0,0,1,0,5,0,0,5,5,2,0,5497.65,0.09303424333929049,54.0,1
57,1,1,0,4,16511,37.27,17,3,0,0,17,2,1,0,0,0,1,1,0,4,0,0,10,34,2,0,14859.9,0.07655964339269941,63.5,1
41,1,1,0,0,5584,215.91,16,5,0,2,57,4,1,0,0,0,1,0,1,2,1,0,15,3,2,1,4746.4,0.4435200591606582,63.5,3
31,0,1,0,2,13541,79.68,0,2,0,1,38,2,1,0,0,0,1,0,0,2,0,0,20,19,2,0,10832.800000000001,0.1636778209157577,54.0,0
43,0,8,1,2,13837,45.24,12,5,0,1,13,2,0,1,0,0,1,2,0,1,1,0,5,26,1,0,13145.15,0.09293153386331424,31.5,2
55,0,10,1,1,9406,46.64,30,5,0,1,49,3,1,0,1,1,3,0,1,1,0,0,20,2,1,0,7524.8,0.09580739919064933,79.5,3
40,0,1,1,1,9766,14.3,40,3,1,1,35,1,1,0,0,0,1,0,0,4,1,1,30,19,1,0,6836.2,0.029374910129208523,72.5,0
39,0,1,1,1,9504,66.35,29,1,0,0,45,3,1,0,1,0,2,1,0,2,0,0,10,28,2,0,8553.6,0.13629547462048847,72.5,1
65,1,8,1,1,9845,203.24,23,5,1,1,40,1,1,0,0,1,2,0,0,1,1,0,20,26,3,0,7876.0,0.4174934779482755,60.0,0
74,0,3,1,2,13450,6.93,6,2,0,1,8,1,0,1,0,1,2,0,0,1,0,0,20,0,1,0,10760.0,0.014235533370308744,44.0,0
36,1,11,2,2,13629,50.7,21,1,1,2,19,1,1,0,0,1,2,2,1,3,0,0,0,30,2,1,13629.0,0.10414740863992113,69.5,5
63,0,5,0,0,5226,36.48,20,1,1,2,42,1,1,0,0,1,2,1,0,3,0,0,15,2,1,0,4442.099999999999,0.07493683367227459,81.0,1
68,1,7,2,2,13322,94.99,43,5,0,0,56,1,1,0,0,1,2,0,0,2,1,0,10,16,1,0,11989.800000000001,0.1951274624596865,78.0,0
20,0,1,0,1,9449,0.0,2,1,0,0,15,2,1,0,0,1,2,1,0,1,1,0,15,20,3,0,8031.65,0.0,47.5,1
59,0,8,1,1,9419,7.34,7,4,0,2,54,2,1,1,0,0,2,0,0,4,1,0,0,21,2,0,9419.0,0.015077751073314024,97.0,0
36,0,16,1,3,11659,1.89,32,5,1,2,7,1,1,0,0,0,1,1,0,5,2,0,20,21,0,0,9327.2,0.0038824181919023845,68.5,1
26,1,8,0,0,5217,8.89,35,1,0,2,50,4,1,0,0,1,2,1,0,4,1,0,10,13,0,0,4695.3,0.018261744828577887,95.0,1
45,1,8,2,4,17232,61.54,23,1,0,2,1,4,1,0,1,0,2,0,0,2,1,0,0,30,2,1,17232.0,0.1264148230315729,50.5,0
37,0,0,2,0,5990,7.52,16,5,0,2,59,1,1,1,0,0,2,1,0,5,1,0,10,11,2,0,5391.0,0.015447505186828536,109.5,1
62,0,1,1,3,11163,48.69,25,1,0,0,13,2,1,0,0,0,1,2,0,4,1,0,10,4,1,0,10046.7,0.10001848770567572,61.5,2
24,1,1,1,1,9709,101.33,41,4,0,2,49,1,0,0,1,1,2,0,1,4,3,0,5,22,1,0,9223.55,0.2081510240134755,94.5,3
31,0,11,2,3,12689,1.76,13,3,0,2,19,1,1,0,0,1,2,0,0,5,2,0,0,23,2,0,12689.0,0.0036153735543641256,89.5,0
26,0,11,0,1,9582,1.36,24,5,1,2,55,2,1,1,0,0,2,2,0,3,1,0,5,8,2,0,9102.9,0.002793697746554097,87.5,2
72,1,9,0,1,9657,229.51,17,5,1,2,57,1,1,0,1,0,2,0,0,4,1,0,10,6,1,0,8691.300000000001,0.4714570366261991,98.5,0
74,1,4,2,2,13593,55.93,23,5,0,2,2,2,1,1,0,0,2,1,1,2,1,0,5,6,2,1,12913.349999999999,0.11489081982703724,51.0,4
36,0,4,2,1,9814,7.58,27,2,1,2,22,2,1,0,0,0,1,2,0,4,0,0,0,17,1,0,9814.0,0.015570756558000042,66.0,2
64,0,0,0,2,13018,18.31,14,5,0,0,8,1,1,1,0,1,3,1,0,1,0,0,10,20,3,0,11716.2,0.037612210102504054,59.0,1
69,1,1,2,4,17101,210.0,29,5,0,1,43,1,1,0,0,1,2,0,0,4,0,0,10,0,1,0,15390.9,0.43137979910026497,91.5,0
31,0,1,2,4,17092,12.89,15,5,0,0,25,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,17092.0,0.02647850290667817,52.5,0
73,0,1,0,2,13769,69.88,25,1,0,2,26,2,0,0,0,1,1,0,1,4,0,0,0,23,2,0,13769.0,0.143546763624412,68.0,3
55,1,1,0,2,13524,13.8,0,1,1,2,12,2,1,0,0,1,2,0,1,2,1,0,5,13,2,1,12847.8,0.028347815369445986,56.0,3
70,1,14,0,1,9545,25.41,27,5,0,0,3,1,0,0,0,1,1,2,0,4,1,0,20,2,2,0,7636.0,0.052196955691132065,56.5,2
53,0,12,1,2,12718,106.31,11,1,1,2,21,2,1,1,0,1,3,1,0,2,0,1,0,20,1,1,12718.0,0.21838088782071033,75.5,1
57,1,8,2,3,12037,1.44,15,5,1,0,5,1,1,0,0,1,2,1,0,2,3,0,5,33,2,0,11435.15,0.0029580329081161025,52.5,1
34,1,8,0,2,13793,18.35,0,5,0,2,12,3,1,0,0,0,1,0,0,4,0,0,0,34,1,0,13793.0,0.03769437768328506,61.0,0
47,0,8,1,1,9640,33.39,17,5,0,1,27,2,1,0,0,0,1,1,1,4,1,0,10,19,1,0,8676.0,0.06858938805694213,68.5,4
26,1,1,0,4,16494,49.11,33,5,1,2,56,1,1,1,0,0,2,2,0,4,0,0,5,8,0,0,15669.3,0.10088124730387625,98.0,2
50,0,8,1,2,13118,1.43,4,3,0,0,1,2,0,0,1,1,2,0,0,4,1,0,0,14,2,0,13118.0,0.002937491012920852,70.5,0
73,0,7,0,4,16638,26.44,21,1,0,1,43,1,0,1,0,0,1,0,0,2,2,0,15,30,1,0,14142.3,0.05431277089624289,56.5,0
69,1,3,2,1,9943,21.1,0,5,0,1,3,1,0,1,0,1,2,3,0,2,3,0,30,8,0,0,6960.099999999999,0.04334339886197901,51.5,3
42,0,16,1,0,5389,1.36,18,1,0,2,54,1,1,0,0,0,1,0,0,4,0,0,10,12,1,0,4850.1,0.002793697746554097,82.0,0
31,0,1,2,2,13965,21.95,28,5,0,0,54,2,1,1,0,1,3,1,0,2,0,0,0,31,0,0,13965.0,0.045089459953575314,92.0,1
28,0,1,2,2,13502,134.18,18,3,0,2,52,1,1,1,0,0,2,1,0,1,0,0,30,19,0,0,9451.4,0.27563114972987407,66.0,1
70,0,7,2,4,15615,16.05,27,5,1,2,53,1,0,1,1,1,3,2,0,3,3,0,0,20,2,0,15615.0,0.032969741788377395,101.5,2
52,1,12,1,0,6158,44.05,14,5,1,0,10,1,0,0,0,1,1,1,0,5,2,0,0,18,2,0,6158.0,0.09048704833507938,70.0,1
58,1,12,0,0,5688,17.7,45,2,0,2,13,1,1,0,0,0,1,1,0,3,0,0,5,26,2,0,5403.599999999999,0.036359154495593765,51.5,1
31,1,2,2,4,17650,5.64,31,3,0,1,19,1,1,0,1,1,3,3,0,3,0,0,0,10,2,0,17650.0,0.011585628890121403,84.5,3
47,0,7,2,2,14036,17.11,22,5,0,2,31,1,0,0,0,0,0,1,0,5,1,0,5,14,2,0,13334.199999999999,0.03514718267907397,65.5,1
58,0,10,1,3,10156,31.82,37,5,0,2,13,1,0,0,0,1,1,3,0,4,0,0,20,7,1,0,8124.8,0.06536431051128777,61.5,3
21,0,8,0,2,12999,17.56,33,5,0,1,52,2,1,0,0,1,2,0,0,3,0,0,0,8,2,0,12999.0,0.03607156796286025,86.0,0
21,0,7,1,1,9176,48.93,14,5,0,2,30,1,1,0,0,1,2,2,0,4,0,0,0,19,1,0,9176.0,0.10051149319036175,85.0,2
